index,date,tweets,isRetweet,isDeleted,avg_sentiment_score,sum_sentiment_score,retweets,favorites,word_count,positive,negative,neutral,s&p_%change,s&p_up/down
498,2018-11-08,2,0,0,5.177441471571906,253.94,36392,192674,283,0,0,2,0.00016041841046804175,up
499,2018-11-09,12,0,0,5.54708683918178,977.8800000000001,321072,1196875,1016,5,0,7,-0.0046849030245443716,down
500,2018-11-12,9,0,0,5.682838110574343,954.5,161068,732490,980,6,0,3,-0.017199411005165945,down
501,2018-11-13,14,0,2,5.747402324549092,1612.74,279695,1165047,1666,8,0,6,-0.002882773890128025,down
502,2018-11-14,5,0,0,5.850852755173216,560.0899999999999,71293,349132,560,5,0,0,-0.013265577742074864,down
503,2018-11-15,9,0,0,5.695975487074148,1175.34,172096,720393,1216,6,0,3,0.013617842350397723,up
504,2018-11-16,4,0,1,6.0910984848484855,354.78000000000003,43044,190654,338,4,0,0,0.0065218759869808025,up
505,2018-11-19,7,3,0,5.82457162663045,547.1600000000001,152818,469413,578,4,0,3,-0.014651709846604606,down
506,2018-11-20,3,2,0,6.006083028083029,265.03999999999996,42496,79426,256,3,0,0,-0.004787992364490548,down
507,2018-11-21,13,2,0,5.776874630626548,972.31,289700,992601,1005,10,0,3,-0.002938608753823216,down
508,2018-11-23,5,1,1,5.569119047619049,629.48,112922,324134,656,3,0,2,-0.00030381260727439915,down
509,2018-11-26,10,0,0,5.475068175230566,1057.58,196926,817407,1128,4,1,5,0.008860470215494404,up
510,2018-11-27,9,3,0,5.276257211491129,843.12,149903,513250,933,3,2,4,0.0069150340685124505,up
511,2018-11-28,15,7,6,5.5357237218337225,1314.91,323059,683108,1364,9,3,3,0.019446799662967213,up
512,2018-11-29,14,0,0,5.698564382911795,1280.66,188607,841179,1313,11,1,2,0.0003032835613087396,up
513,2018-11-30,11,0,0,5.627080665827943,947.5600000000001,174593,835669,982,7,1,2,0.008185491759009247,up
514,2018-12-03,12,0,0,5.712965407643039,1388.6200000000001,205043,966149,1402,8,0,4,-4.654470524981499e-05,down
515,2018-12-04,10,1,0,5.781451833912104,1177.16,179613,717962,1170,7,0,2,-0.029603574937390412,down
516,2018-12-06,4,0,0,5.6131787878787875,359.05999999999995,69765,359119,375,3,1,0,0.012179395188381549,up
517,2018-12-07,23,1,0,5.503716679633519,2348.6000000000004,371466,1611559,2509,13,2,8,-0.0216181014780508,down
518,2018-12-10,3,0,0,5.3496969696969705,353.08,53019,254277,385,1,1,1,0.002607460572208986,up
519,2018-12-11,13,0,0,5.5514349835840555,1460.93,216051,1011309,1517,8,1,4,-0.01038113547780662,down
520,2018-12-12,3,0,0,5.604320175438596,204.44,91266,378991,211,2,0,1,-0.0026934885445841212,down
521,2018-12-13,13,0,1,5.500014673149606,1088.3899999999999,185602,843915,1177,6,3,4,-0.0030691361004956353,down
522,2018-12-14,7,0,1,5.8008037760558775,708.7400000000001,80949,412629,718,5,0,2,-0.011305551157850927,down
523,2018-12-17,6,1,1,5.795177133655396,734.44,106441,443516,734,6,0,0,-0.017296172536910126,down
524,2018-12-18,11,2,0,5.5588015165766365,1113.97,175748,585138,1152,6,0,5,-0.005367393463027694,down
525,2018-12-19,13,0,1,5.650839025613157,1335.46,198958,927199,1371,6,0,7,-0.01573981163650072,down
526,2018-12-20,17,2,0,5.5962226100223535,1853.9299999999998,298021,1168449,1921,11,0,6,-0.011755226859060046,down
527,2018-12-21,20,0,0,5.5776819110104965,1789.9499999999998,338687,1597423,1856,13,1,6,-0.019777790163788413,down
528,2018-12-24,18,1,1,5.681675624859285,2011.32,366763,1732670,2082,13,0,5,-0.02060350909137576,down
529,2018-12-26,1,0,0,6.016666666666668,72.19999999999997,42367,200606,69,1,0,0,0.0442549802050539,up
530,2018-12-27,12,0,2,5.483178678980214,1483.8,251981,1155004,1584,6,1,5,0.01896830214943704,up
531,2018-12-28,5,0,0,5.7542990088666075,618.5999999999999,119536,568052,624,5,0,0,-0.00521457753042831,down
532,2018-12-31,12,0,1,5.546504707863118,1358.5700000000002,231453,1093783,1448,3,0,9,0.0031654050064262025,up
533,2019-01-02,3,0,0,5.81727619047619,414.81,80638,378337,410,2,0,1,0.01335107087748359,up
534,2019-01-03,9,0,0,5.52852708694814,606.0699999999999,214326,952254,627,5,1,1,-0.01766911874305406,down
535,2019-01-04,7,0,0,5.880230055658627,609.0699999999999,161214,824992,615,7,0,0,0.023283014466108,up
536,2019-01-07,6,0,0,5.420710574513206,681.1,147481,684184,732,2,0,4,0.0055528387275039824,up
537,2019-01-08,5,0,0,5.767008183696171,668.54,99419,561057,685,4,0,1,0.0024530899134069355,up
538,2019-01-09,7,0,1,5.68473781476272,792.34,188137,940247,819,5,0,1,0.0019224655038759765,up
539,2019-01-10,17,6,1,5.588557113309871,1231.9999999999998,397275,1121102,1279,9,2,6,0.008987679437858515,up
540,2019-01-11,14,2,0,5.517193481138952,1270.33,300548,1236372,1344,7,2,5,0.0031489784680942073,up
541,2019-01-14,25,8,2,5.50931206796875,2057.750000000001,393240,1426206,2156,11,3,10,0.0008913843481629666,up
542,2019-01-15,19,10,1,5.573678680968155,1464.84,346269,971503,1552,8,3,8,0.009748152893381715,up
543,2019-01-16,2,0,0,5.32495,220.46000000000004,74648,321232,234,1,0,1,0.0005163392293717903,up
544,2019-01-17,3,1,0,5.377460317460318,181.23999999999998,88464,297911,199,1,0,2,0.010225016749246736,up
545,2019-01-18,15,2,0,5.578130481621555,1078.18,351913,1301787,1146,7,3,4,0.007332312760810417,up
546,2019-01-22,13,1,0,5.457015632306168,1376.6,319494,1231395,1463,5,0,8,-0.009398461217067536,down
547,2019-01-23,8,0,0,5.363936698363556,634.3,256245,997145,681,3,2,3,-0.0018082334786586934,down
548,2019-01-24,10,0,0,5.554524525283146,1175.5300000000002,200024,995543,1226,5,2,3,0.0013225469841354155,up
549,2019-01-25,4,0,0,5.425720853858785,283.22,90215,429352,306,1,0,2,0.002754556702133904,up
550,2019-01-28,7,0,1,5.771717948717948,895.0799999999999,168146,837308,909,7,0,0,-0.00042339724544271503,down
551,2019-01-29,3,0,0,5.2410683385579935,399.83,97447,443208,438,0,1,2,-0.0018488077756815824,down
552,2019-01-30,12,0,0,5.318355952319035,1067.96,223731,1009294,1173,2,1,9,0.010336796824938885,up
553,2019-01-31,17,0,1,5.450824981115015,1883.1200000000001,292106,1341093,2009,10,2,4,0.006929874275941671,up
554,2019-02-01,12,1,0,5.704968379649025,968.6099999999998,233589,1042088,1009,9,1,2,0.0015579061303111414,up
555,2019-02-04,1,0,0,6.0360000000000005,120.71999999999998,16858,101350,114,1,0,0,0.006791130603812193,up
556,2019-02-05,4,0,0,5.91054945054945,396.46,78923,413462,399,4,0,0,0.003430607145043031,up
557,2019-02-06,4,1,1,4.88,9.76,105760,291502,16,0,2,0,-0.0012577254303838786,down
558,2019-02-07,6,0,0,5.690400432900432,478.4800000000001,128457,607106,516,2,0,4,-0.004224416980674353,down
559,2019-02-08,10,0,0,5.704563032581453,1016.4200000000001,202207,1033133,1040,7,0,3,0.005764376005887551,up
560,2019-02-11,9,0,0,5.385754901960785,450.26000000000005,181428,893887,483,3,0,4,-0.0009585065233497292,down
561,2019-02-12,8,3,0,5.806272095959596,459.0,159937,506869,464,6,0,2,0.008124509985153044,up
562,2019-02-13,9,4,1,5.761833333333333,687.5799999999999,173555,467447,689,7,0,2,0.0009926116974010458,up
563,2019-02-14,9,1,1,5.064271089093973,568.0200000000001,181239,753331,618,1,2,4,0.0008128230362675665,up
564,2019-02-15,6,2,1,5.375734791524264,379.61999999999995,137771,451575,405,1,0,4,0.005564772648627504,up
565,2019-02-19,16,1,2,5.693845980335454,1173.5,284268,1173355,1282,7,2,6,0.003784370266008932,up
566,2019-02-20,10,1,0,5.342088835238836,781.8000000000001,242990,1087930,851,3,1,6,0.002033033554769244,up
567,2019-02-21,5,0,0,5.559298701298701,467.25999999999993,134395,639053,475,3,1,1,-0.0019279296101342765,down
568,2019-02-22,8,2,0,5.782704990798498,594.02,158144,560220,594,6,1,1,0.00431550681548315,up
569,2019-02-25,17,3,0,5.648551221654163,1739.32,307986,1281802,1801,11,1,5,-0.002938288983916985,down
570,2019-02-26,4,0,0,5.896638655462185,309.06,140218,609135,305,3,0,1,0.0005514313845625141,up
571,2019-02-27,14,6,0,5.369677705963546,1160.71,351802,917585,1241,5,3,6,0.0017506306726455994,up
572,2019-02-28,2,1,0,5.754428571428571,99.12,32743,125530,99,1,0,1,-0.0012984124948692125,down
573,2019-03-01,15,0,0,5.678789506279462,1363.54,241759,1222295,1427,8,1,4,0.0019548034309987785,up
574,2019-03-04,16,4,2,5.553648151616901,1282.55,238712,830965,1349,8,2,6,-0.007660704563969217,down
575,2019-03-05,18,1,1,5.618830279532035,1517.5200000000004,316786,1367319,1585,9,1,8,-0.0017034043500773145,down
576,2019-03-06,13,6,1,5.4370724177783005,669.1400000000001,207384,489165,722,5,1,7,-0.0067448916646425045,down
577,2019-03-07,5,0,0,5.221995834231128,442.67999999999995,116096,527685,477,1,2,2,-0.006361795034034675,down
578,2019-03-08,34,17,0,5.654952307996663,1802.4600000000003,355249,1154677,1898,17,4,13,0.0044968777623404866,up
579,2019-03-11,15,12,0,5.438009520109521,979.6199999999999,178212,366490,1058,8,4,3,0.012989449234108521,up
580,2019-03-12,6,1,0,5.473330073851963,747.79,121210,444071,784,4,0,2,0.001499613203998811,up
581,2019-03-13,36,16,3,5.460204261611403,2229.6099999999997,514444,1401800,2394,12,4,19,0.003978845796674561,up
582,2019-03-14,13,1,0,5.34844578669454,1008.7600000000001,243474,1042503,1076,5,3,5,-0.0006760306716867929,down
583,2019-03-15,13,0,1,5.456189340335736,1036.0400000000002,232926,1113922,1116,5,1,5,0.004158952051843418,up
584,2019-03-18,13,0,0,5.765932529533553,1063.29,262140,1234914,1092,8,1,2,0.003659674417795925,up
585,2019-03-19,11,0,0,5.501106351981352,395.84,236997,931401,428,4,2,2,-0.0028830108742624733,down
586,2019-03-20,11,1,0,5.689531357365258,984.2000000000002,227123,932299,1017,6,0,4,-0.002511216519037912,down
587,2019-03-21,7,0,0,5.705638888888889,473.73,150130,661133,481,4,0,2,0.012469292114681278,up
588,2019-03-22,15,5,0,5.677396564084064,877.6800000000001,230283,819497,912,8,0,4,-0.015401564654834075,down
589,2019-03-25,9,3,0,5.6998492063492066,399.94000000000005,310345,548016,409,5,1,1,0.000840518092422711,up
590,2019-03-26,16,7,1,5.3517517170329665,814.28,250270,815940,878,5,2,9,0.0020621223971140183,up
591,2019-03-27,11,0,1,5.638087301587302,533.5400000000001,184732,753783,570,5,0,2,-0.0050891060628657,down
592,2019-03-28,13,0,0,5.358719691802451,954.53,281339,1241762,1044,3,1,6,0.002149939207907034,up
593,2019-03-29,13,0,0,5.764776965905394,1271.6999999999998,284893,1331236,1317,7,0,6,0.002167360950918039,up
594,2019-04-01,8,2,0,5.263902781085444,651.46,173298,497974,708,1,1,6,0.006515433300325482,up
595,2019-04-02,17,0,0,5.670683589010627,1846.46,274214,1175644,1914,9,0,7,-0.00034864586069731216,down
596,2019-04-03,4,0,0,5.505764145658263,428.70000000000005,77992,348270,456,2,0,2,-0.0009353622166510566,down
597,2019-04-04,10,0,0,5.523715623265623,585.88,238413,1004464,634,4,2,4,0.0018788871982118472,up
598,2019-04-05,20,4,0,5.748256745652008,1337.74,263355,1061314,1371,12,0,8,0.002974896767790578,up
599,2019-04-08,10,3,0,5.445118337699453,778.7900000000001,161388,569966,836,4,2,4,0.0025307807962375666,up
600,2019-04-09,17,3,1,5.742625787815126,1036.9,264083,941174,1088,11,2,3,-0.002903133387453491,down
601,2019-04-10,12,4,0,5.664107037487472,793.21,209012,770061,839,7,1,4,0.002373816525563567,up
602,2019-04-11,11,1,1,5.756420304333346,633.06,200161,759864,649,8,1,2,-0.0012447972617134072,down
603,2019-04-12,14,4,1,5.4560377915735065,898.64,293953,980196,956,5,4,5,0.0022578837856382385,up
604,2019-04-15,21,2,0,5.4903358444799455,1650.01,431510,1969130,1766,8,3,10,-0.0009421212025966168,down
605,2019-04-16,6,0,0,4.905752136752136,314.96000000000004,98319,446565,340,2,2,2,-0.0017855380296212136,down
606,2019-04-17,11,3,0,5.555859870060828,1013.7300000000001,196190,745098,1060,7,2,2,-0.005346321652478491,down
607,2019-04-18,20,7,2,5.330465096307201,1064.8500000000001,416562,1361146,1149,8,5,6,7.572612168515733e-05,up
608,2019-04-22,42,25,1,5.511602582715091,2034.6,517340,1097243,2185,17,5,20,0.003170279189197482,up
609,2019-04-23,19,2,0,5.675372417821393,1722.8,336972,1413249,1834,10,2,7,0.008140901543101176,up
610,2019-04-24,17,0,1,5.507998077979066,1746.35,314579,1342193,1860,8,1,8,-0.0023006134969325155,down
611,2019-04-25,21,13,0,5.356835503535783,1441.8400000000001,316971,680703,1592,6,5,10,-0.0009628124403388596,down
612,2019-04-26,12,2,0,5.703348739632305,976.4999999999999,205177,830502,1013,9,0,3,0.004808864456774943,up
613,2019-04-29,11,1,0,5.462921107680199,1318.6,183281,801554,1408,3,0,8,0.0008331522811874452,up
614,2019-04-30,11,0,0,5.499465903003452,858.14,228841,937582,936,5,3,3,0.00295872355985188,up
615,2019-05-01,68,40,20,5.398547276205146,3308.1699999999996,296212,688418,3560,29,8,31,-0.009687296895804578,down
616,2019-05-02,24,14,1,5.490171508041073,1374.2600000000002,309932,638328,1427,12,5,6,-0.0015878295985603628,down
617,2019-05-03,21,5,0,5.482067696235331,1602.06,370788,1349242,1685,13,2,6,0.005608997722509113,up
618,2019-05-06,14,0,0,5.617095469333978,1350.4000000000003,275032,1270230,1437,9,3,2,0.008106211945919109,up
619,2019-05-07,3,1,0,5.805606060606061,143.46,48626,204634,149,2,1,0,-0.00994839727414292,down
620,2019-05-08,38,14,0,5.520600613693117,2683.5400000000004,514479,1576203,2803,19,6,13,-6.604539952739115e-05,down
621,2019-05-09,6,0,0,6.145871549301677,502.7899999999999,95102,404375,506,5,0,1,0.003804367609801847,up
622,2019-05-10,41,9,12,5.714069692779237,3863.66,359724,1288873,3893,34,1,6,0.006391604684999813,up
623,2019-05-13,29,3,3,5.608289742048772,3061.7999999999997,392680,1709184,3180,14,0,15,-0.009971102140453537,down
624,2019-05-14,16,0,1,5.938239634056511,2078.6500000000005,214846,1066313,2046,15,0,1,0.0050670873605202825,up
625,2019-05-15,8,2,0,5.886979135995584,777.49,150605,514019,768,8,0,0,0.010842538689317557,up
626,2019-05-16,10,6,0,5.55829025974026,820.5400000000001,147368,343770,857,5,1,4,0.007185383657089519,up
627,2019-05-17,15,0,0,5.468047170362031,1032.9499999999998,313066,1365888,1100,6,2,7,0.00032530993077721645,up
628,2019-05-20,19,1,1,5.563806247548387,1833.7400000000002,216021,959035,1917,11,4,4,-0.0006016879439747531,down
629,2019-05-21,16,2,0,5.717835856910548,1238.7200000000003,212235,873100,1272,11,2,3,0.003622990353095014,up
630,2019-05-22,35,12,0,5.449439819142959,2829.8599999999997,454224,1546961,3023,15,2,17,7.351421036766831e-05,up
631,2019-05-23,14,1,0,5.404047969129173,1196.5,247408,1085496,1264,6,1,7,-0.005097458754812104,down
632,2019-05-24,28,7,1,5.6323800179631025,2325.8799999999997,447522,1679055,2431,15,1,11,-0.002241855238924953,down
633,2019-05-28,9,2,0,5.52477734204793,577.9899999999999,127756,566276,621,5,1,3,-0.009766728874522478,down
634,2019-05-29,8,3,0,5.785730677655678,534.5999999999999,194606,644493,553,5,0,3,-0.002591158498342467,down
635,2019-05-30,20,2,2,5.423292558909062,1697.7600000000002,345886,1449813,1788,8,3,8,0.0006889872191902684,up
636,2019-05-31,15,2,0,5.657081547181195,1299.4600000000003,274735,1015394,1371,7,1,7,-0.005093665744511123,down
637,2019-06-03,21,8,1,5.77314406765981,1949.5300000000002,336357,1267241,1999,16,0,5,-0.0025731421883020845,down
638,2019-06-04,7,3,0,6.066013725490196,275.6,88884,334269,287,5,0,0,0.01470699351839118,up
639,2019-06-05,15,1,1,5.519987777962976,1701.6699999999996,249455,1060606,1812,8,0,6,0.0028600270922212573,up
640,2019-06-06,11,1,0,5.691488632442435,712.8100000000001,162289,745587,762,5,0,3,0.005296067522136882,up
641,2019-06-07,16,0,2,5.494757647592096,1060.98,216247,1028820,1145,5,1,7,0.007175220097830878,up
642,2019-06-10,17,6,0,5.527904809437388,1057.64,299863,752543,1132,6,1,8,0.0003118347150306855,up
643,2019-06-11,21,0,2,5.702944818178041,1659.5500000000002,240486,1107892,1700,10,0,8,-0.006044924818946033,down
644,2019-06-12,9,1,2,5.53695651610869,1083.94,142763,534285,1149,3,0,6,-0.0010024844574586707,down
645,2019-06-13,37,5,5,5.6576614490607655,3145.63,408353,1752436,3294,20,3,14,0.0018709126817967746,up
646,2019-06-14,14,2,1,5.727942548145501,879.81,161343,614857,916,8,1,5,5.53938230417195e-05,up
647,2019-06-17,9,2,0,5.793784234099028,791.4300000000001,115182,475597,787,6,1,2,-2.771104766846879e-05,down
648,2019-06-18,16,0,0,5.727683139897542,1502.5400000000002,227886,1098008,1551,11,0,5,0.0037981219826287225,up
649,2019-06-19,15,0,0,5.697479376218324,1320.03,255657,1168488,1387,9,3,3,0.0020235612815550407,up
650,2019-06-20,6,0,0,5.534880341880342,382.11999999999995,115033,552969,402,3,1,2,0.0015526965852440512,up
651,2019-06-21,7,0,0,5.2872049075991105,725.8100000000002,198631,867300,801,1,0,5,-0.0007620118568089863,down
652,2019-06-24,15,6,2,5.341049921093401,1065.3799999999999,210351,563084,1137,5,4,4,-0.0020565775661929523,down
653,2019-06-25,13,3,1,5.55402530220561,1145.87,165985,659232,1207,7,1,5,-0.00964095951510723,down
654,2019-06-26,45,18,4,5.604690509294471,3698.0699999999993,431503,1492496,3868,24,1,19,-0.00420018615904176,down
655,2019-06-27,11,0,0,5.518350764790765,655.7899999999998,307642,1366133,690,6,2,2,0.0018015831153419509,up
656,2019-06-28,6,0,0,5.7037732129888985,600.76,176886,865351,618,5,0,1,0.0030072450092491943,up
657,2019-07-01,19,0,2,5.708698134312658,1913.9900000000002,262016,1317964,1990,12,0,5,-0.002382651404442148,down
658,2019-07-02,16,1,1,5.628425136256658,1499.16,224775,1096739,1557,10,1,3,0.0028165449825126145,up
659,2019-07-03,18,0,0,5.782113053613053,1677.8600000000001,370359,1810588,1726,12,1,5,0.0059568545960368355,up
660,2019-07-05,38,28,1,5.844346250971252,1663.02,468323,872028,1685,26,6,4,0.002064140738879141,up
661,2019-07-08,13,4,0,5.788373730505838,799.22,164993,685456,841,9,3,1,-0.0012820012867972527,down
662,2019-07-09,14,2,0,5.727266436444906,1148.27,192992,860676,1189,9,1,4,0.004757972600029751,up
663,2019-07-10,22,3,0,5.507327620888921,1687.3899999999999,340164,1279976,1767,11,3,6,0.0012611711565258294,up
664,2019-07-11,32,0,5,5.756626591193178,3257.2400000000007,373589,1657002,3339,24,0,8,9.661056690389084e-05,up
665,2019-07-12,54,27,2,5.624235139858101,3581.5299999999997,461528,1146969,3742,31,4,18,0.003466088856856472,up
666,2019-07-15,18,0,0,5.429065903941417,1823.4899999999998,486701,2348843,1974,8,2,8,-0.0011597852552092658,down
667,2019-07-16,12,1,0,5.590416341991342,1080.3199999999997,315503,1450488,1159,7,2,3,-0.002685755367209585,down
668,2019-07-17,14,1,0,5.439084803943394,1434.83,350318,1614409,1544,6,2,6,-0.006881692897272617,down
669,2019-07-18,14,0,2,5.643559014119482,1312.8899999999999,227155,1046211,1377,9,2,3,0.005451728125815288,up
670,2019-07-19,25,6,3,5.525480124289079,2449.7099999999996,538470,1712780,2607,12,6,6,-0.009203565240013959,down
671,2019-07-22,21,0,0,5.238183793032687,2022.51,345331,1616309,2255,5,4,9,0.0010396277144985595,up
672,2019-07-23,20,0,1,5.759736145411964,1939.0100000000002,295150,1539406,2027,13,2,5,0.003582942437683865,up
673,2019-07-24,34,8,2,5.239976026556693,1804.0500000000002,569754,1924679,1971,10,8,11,0.006932855424505004,up
674,2019-07-25,26,3,0,6.175178611609608,1320.4600000000003,474447,1869345,1339,20,1,5,-0.004174072513065584,down
675,2019-07-26,16,1,2,5.694194510427844,1230.5500000000002,278830,1187667,1281,11,1,3,0.004184885754583911,up
676,2019-07-29,24,4,0,5.415549773143524,1961.1999999999998,356035,1523329,2109,10,5,9,-0.0011572275584018354,down
677,2019-07-30,29,6,1,5.567718430813861,2423.540000000001,433058,1670728,2552,15,2,10,0.0018353205354023191,up
678,2019-07-31,19,1,3,5.57199069919302,1578.3999999999999,278071,1237497,1688,11,0,8,-0.011882451659557815,down
679,2019-08-01,16,0,0,5.679416735211914,1563.8300000000002,227905,1046946,1609,10,2,1,-0.008978904409403883,down
680,2019-08-02,13,1,0,5.743832957644115,1133.48,416848,1722956,1173,8,2,3,-0.004025222797809708,down
681,2019-08-05,11,0,1,5.420513617695435,1033.3899999999999,215434,872292,1112,6,3,2,-0.01840192843812221,down
682,2019-08-06,18,2,3,5.839132825069666,1482.84,264344,1044782,1558,11,1,6,0.007196362511045294,up
683,2019-08-07,21,2,0,5.545789820678634,2231.8800000000006,347912,1544643,2363,10,1,9,0.008860853503704056,up
684,2019-08-08,18,0,1,5.604481864991808,2080.1900000000005,275976,1413602,2178,10,0,8,0.014460321442144194,up
685,2019-08-09,9,3,2,5.418115671852514,740.9600000000002,165820,461308,793,5,3,1,-0.0040471139697625036,down
686,2019-08-12,19,14,1,5.6841782311256,1025.14,222968,344523,1088,10,2,7,-0.0083830511236236,down
687,2019-08-13,39,21,1,5.478325629456852,2084.34,462386,1082547,2212,20,5,14,0.015829409820827048,up
688,2019-08-14,25,7,1,5.437357944326537,2134.4200000000005,327846,1099236,2229,13,3,9,-0.018502774843485014,down
689,2019-08-15,33,16,0,5.443858554784296,2188.9900000000002,433677,1087652,2354,11,4,18,0.0004919355716761566,up
690,2019-08-16,25,9,0,5.773439142994167,1327.8600000000001,356315,1275699,1362,12,3,7,0.008356759106783709,up
691,2019-08-19,19,6,2,5.547692883532645,1892.4699999999998,361047,939052,1986,11,4,4,0.0034906442020583373,up
692,2019-08-20,35,17,0,5.790228574873699,1594.07,518048,1327078,1655,23,4,7,-0.006337765179503444,down
693,2019-08-21,24,2,1,5.602125871720887,2224.4300000000003,285755,1233104,2319,13,0,11,0.0008178850967483371,up
694,2019-08-22,12,2,0,6.159219999795861,1248.94,138516,591380,1239,12,0,0,-0.0027260845192460512,down
695,2019-08-23,46,25,2,5.619673314566493,3303.4100000000003,453036,1351913,3415,29,5,12,-0.021971288737801697,down
696,2019-08-26,13,0,0,6.057674299384825,666.04,183737,789919,670,10,1,0,0.0040743475772290726,up
697,2019-08-27,19,1,2,5.628408716353351,1910.5099999999998,253226,1142610,1981,12,0,7,-0.008288566017156624,down
698,2019-08-28,15,0,0,5.536479347351523,1581.47,256903,1176890,1666,6,1,8,0.009317477398155102,up
699,2019-08-29,15,3,0,5.412777000696566,1339.0900000000001,227242,869343,1448,5,1,8,0.004882527111241489,up
700,2019-08-30,24,5,0,5.524681361523094,1784.3999999999999,258857,985365,1903,11,6,5,-0.00361927168779438,down
701,2019-09-03,22,9,2,5.402455942864256,1817.3600000000001,168320,685699,1937,9,4,8,-0.0009418977557935713,down
702,2019-09-04,25,6,3,5.51221167654738,2202.6200000000003,247768,920846,2320,12,1,12,0.004482593711304961,up
703,2019-09-05,30,10,0,5.492674682386205,2238.5200000000004,268164,1038312,2392,11,3,15,0.005201615040951779,up
704,2019-09-06,26,3,0,5.579504538168684,2059.27,267446,1163263,2151,13,2,9,-0.0005436032109192223,down
705,2019-09-09,36,8,1,5.543297637705524,3310.4899999999993,350526,1412409,3525,20,0,15,-0.0033462387365754713,down
706,2019-09-10,26,14,0,5.683406808701606,1705.4799999999996,239641,632794,1782,18,1,7,0.0028205502410946315,up
707,2019-09-11,33,9,1,5.733992090375605,2775.3199999999997,383470,1446796,2834,20,1,10,0.006547244617867874,up
708,2019-09-12,26,12,0,5.672783648541003,1311.36,292844,865484,1372,14,2,10,0.0001628371420164094,up
709,2019-09-13,16,6,1,5.626883239105667,1309.2599999999998,228851,637695,1362,10,1,5,-0.0016001766352302395,down
710,2019-09-16,31,5,1,5.698153253019416,2982.6800000000003,346013,1386048,3137,17,1,13,0.0005173020532979549,up
711,2019-09-17,12,3,0,5.7588706945228685,744.1199999999999,149788,545522,778,6,2,3,0.0033481756205315373,up
712,2019-09-18,43,23,2,5.629527861399454,2429.800000000001,413965,950009,2578,23,6,12,0.001742455438947216,up
713,2019-09-19,7,0,0,5.929637097202314,563.0,124782,600530,592,4,0,3,-0.0011859272223607074,down
714,2019-09-20,16,7,0,5.705554544870336,1057.05,188821,572634,1078,10,1,4,-0.0054346980886666426,down
715,2019-09-23,13,2,0,5.61930738826391,788.44,205540,802665,820,6,1,4,0.002775273671861912,up
716,2019-09-24,20,5,1,5.875233267936055,1029.0199999999998,372458,1445173,1059,12,2,3,-0.011933612044739007,down
717,2019-09-25,37,14,0,5.574385201807997,1794.0300000000004,497932,1337250,1938,13,5,14,0.00556538765798929,up
718,2019-09-26,55,35,3,5.331439129198682,2596.03,643404,1194995,2803,18,13,23,-0.002716207779780433,down
719,2019-09-27,24,2,2,5.432226128076915,1438.75,436992,1559560,1571,8,5,4,-0.007931726739850034,down
720,2019-09-30,35,2,1,5.584276289008102,2702.2999999999993,662550,2227003,2825,16,4,10,0.0032590811064054865,up
721,2019-10-01,30,14,1,5.6717574317696835,2001.8900000000006,549937,1434694,2072,21,1,7,-0.014559133776963754,down
722,2019-10-02,23,3,1,5.433342190691412,1924.7900000000004,523435,1869828,2049,9,2,11,-0.012708621377146323,down
723,2019-10-03,42,16,1,5.525416737056981,1924.85,625246,1464759,2027,20,10,11,0.0087510140861407,up
724,2019-10-04,36,6,1,5.471379499886078,2136.22,605747,2048128,2312,14,5,13,0.011461114496119423,up
725,2019-10-07,26,6,0,5.517120116336564,2378.02,360955,1288383,2531,13,4,8,-0.0018476617101766245,down
726,2019-10-08,51,28,1,5.594554361315437,3341.9500000000003,620595,1259436,3497,28,6,16,-0.009361677824080478,down
727,2019-10-09,49,13,1,5.3502550911150575,3405.35,611941,1961940,3701,13,6,28,0.002851088495961509,up
728,2019-10-10,24,4,0,5.352815629363322,1728.2400000000002,342661,1286142,1870,8,3,10,0.006708753891922607,up
729,2019-10-11,52,31,1,5.646432602946406,2961.699999999999,399064,963763,3053,29,7,16,0.002429895964242159,up
730,2019-10-14,34,3,0,5.644400225858713,2511.1600000000008,503497,1891897,2637,19,0,11,0.00011458690652454924,up
731,2019-10-15,15,0,1,5.603298054160992,1343.23,254527,967712,1426,5,1,8,0.007421896013887887,up
732,2019-10-16,25,6,0,5.511436469588585,1610.9299999999998,487954,1611376,1702,14,4,6,3.347850013290944e-06,up
733,2019-10-17,32,13,1,5.457612606344286,2082.5299999999997,681906,1600257,2186,13,4,14,-0.0009397817830770905,down
734,2019-10-18,22,5,0,5.40830640765286,1394.06,321195,1196087,1442,11,3,6,-0.003550452038667426,down
735,2019-10-21,18,5,2,5.707989499389499,756.0200000000002,218402,583818,791,9,1,5,0.0034173400350900785,up
736,2019-10-22,41,27,0,5.575327105162764,2241.0999999999995,438329,929634,2351,23,3,15,-0.004895819318874964,down
737,2019-10-23,47,25,1,5.397742769753875,2760.640000000001,531232,1193459,2940,21,11,14,0.00351034564510356,up
738,2019-10-24,15,5,2,5.271166874791875,836.1299999999999,191193,513807,896,4,4,6,-0.0014893259066364984,down
739,2019-10-25,42,22,2,5.657978188104567,2726.4699999999993,470141,1208800,2877,24,3,15,0.006402907637082372,up
740,2019-10-28,14,7,1,5.536387514601801,664.56,372981,959484,712,6,5,3,0.00240749202482853,up
741,2019-10-29,48,30,1,5.446726107287508,3112.200000000001,565203,1374939,3371,20,6,22,0.0004941704535088533,up
