index,date,tweets,isRetweet,isDeleted,avg_sentiment_score,sum_sentiment_score,retweets,favorites,word_count,positive,negative,neutral,s&p_%change,s&p_up/down
248,2017-11-07,11,2,1,5.482368298368299,508.72,121711,416423,531,4,6,1,-0.0005671880974614563,down
249,2017-11-08,12,0,0,5.834151650479437,914.7499999999999,144308,680234,931,7,0,5,0.0021902500030591826,up
250,2017-11-09,4,0,0,5.894477777777778,392.5,65835,343497,396,3,0,1,0.0002399833591332784,up
251,2017-11-10,9,0,1,5.976833236661668,881.6299999999999,79190,398306,853,8,0,1,0.0008216934693994575,up
252,2017-11-13,4,0,0,5.690848842018197,359.26,40466,223325,378,3,0,1,0.003225290955846224,up
253,2017-11-14,8,0,0,5.866573719758503,673.25,91136,471092,688,6,0,2,0.0004345328290177058,up
254,2017-11-15,15,4,1,5.815165556665557,836.9399999999999,197821,734410,855,12,2,1,-0.0018797151499759504,down
255,2017-11-16,7,0,0,5.442062645571049,492.54999999999995,93443,485018,527,4,2,1,0.004932059403280625,up
256,2017-11-17,7,0,0,5.637063579277865,444.96999999999997,94457,449643,474,4,0,3,-0.001583406154777565,down
257,2017-11-20,4,0,0,5.0431446078431375,289.24,82423,386485,327,0,2,2,0.001027297260416969,up
258,2017-11-21,2,0,0,6.298095238095238,145.68,23059,117807,133,2,0,0,0.003808211626521425,up
259,2017-11-22,11,3,2,5.565982121298868,978.5999999999999,153093,611983,1034,6,1,4,-0.0012421522536593596,down
260,2017-11-24,10,2,0,5.599453193328148,805.5200000000001,144542,644771,861,6,3,1,0.0007691065520147942,up
261,2017-11-27,4,0,0,5.514961873638345,432.5100000000001,67800,322474,453,2,0,2,-0.0004764318204936621,down
262,2017-11-28,15,6,0,5.9169569467569465,1046.0,168138,489868,1062,11,0,4,0.008096924133985592,up
263,2017-11-29,20,4,4,5.454167143864047,1563.96,246941,873824,1662,8,3,9,-0.0006659512275252173,down
264,2017-11-30,15,0,1,5.658256405763015,1229.6899999999998,214224,886560,1277,8,0,7,0.005182425634851682,up
265,2017-12-01,9,1,0,5.409760654160654,917.7000000000003,198504,759569,963,3,2,4,-0.0010888536891959623,down
266,2017-12-04,4,0,0,5.402532327586208,460.82000000000005,64421,299841,500,2,0,2,-0.006679989159269514,down
267,2017-12-05,2,0,0,6.192380952380951,123.51999999999998,21227,99512,117,2,0,0,-0.0038677317381887134,down
268,2017-12-06,5,1,0,5.939912121212122,326.16999999999996,96949,368200,328,4,0,1,0.0011537521367191946,up
269,2017-12-07,9,3,1,5.858690571936187,660.8599999999999,99593,359202,648,7,1,1,0.003272014466259123,up
270,2017-12-08,8,0,0,5.6696060606060605,613.8399999999999,128232,535535,676,5,2,1,0.0019991002520453357,up
271,2017-12-11,1,0,0,5.1921875,166.15,25683,114276,184,0,0,1,0.0029409843086347573,up
272,2017-12-12,5,0,0,5.558892285170546,548.98,92442,406259,588,2,0,3,0.000894203025056622,up
273,2017-12-13,5,0,0,5.709723226295348,517.9100000000001,80122,424976,542,2,0,3,-0.0017768809463352734,down
274,2017-12-14,7,1,0,5.685996860282574,786.61,86793,357900,802,4,0,3,-0.005199093125961329,down
275,2017-12-15,4,0,0,6.229506578947368,327.9,46694,230690,305,4,0,0,0.0057054820352855145,up
276,2017-12-18,13,0,0,5.7055252677842185,1133.57,136054,702572,1169,7,0,6,0.0015785988127460019,up
277,2017-12-19,5,0,0,5.738974928774929,492.59,82560,401989,509,4,0,1,-0.0041742297398513,down
278,2017-12-20,6,0,0,5.868928571428572,539.88,100353,473885,559,4,0,2,-0.0033219249551335486,down
279,2017-12-21,5,0,0,5.740892063492064,464.74,76248,377360,483,4,1,0,0.0005777250965127202,up
280,2017-12-22,11,0,0,5.44242549224007,1001.9799999999999,168787,846795,1073,6,2,3,-0.00032779839562562565,down
281,2017-12-26,3,0,0,5.366998556998556,343.86,63524,305662,373,1,0,2,0.000526265244425807,up
282,2017-12-27,2,0,1,5.681608187134502,210.68,26623,132374,215,1,0,1,0.00019388500838886372,up
283,2017-12-28,11,4,0,5.369548256407543,599.0699999999999,151108,508435,652,3,3,5,0.0005360712361658571,up
284,2017-12-29,8,4,0,5.53384613095238,765.1600000000001,169229,486530,802,5,0,3,-0.005778701659004854,down
285,2018-01-02,13,0,0,5.621882499086591,1462.0800000000002,202921,968955,1513,8,0,5,0.004501227429743078,up
286,2018-01-03,4,0,0,5.536056585677749,440.78000000000003,233888,803739,469,2,0,2,0.005637808049926731,up
287,2018-01-04,10,0,0,5.551645457875457,967.1699999999998,208903,955328,1030,4,0,6,0.0017209994073721492,up
288,2018-01-05,6,0,0,5.851320987654321,618.4,116929,566854,635,4,0,2,0.004327497469165335,up
289,2018-01-08,7,0,0,5.5239353741496595,717.8900000000001,103600,505238,772,3,1,3,0.001837639651629934,up
290,2018-01-09,5,1,0,5.678976601015731,600.6199999999999,68596,277576,600,4,0,1,5.093760972384406e-05,up
291,2018-01-10,10,0,0,5.793953438082385,911.3500000000001,146889,692692,923,8,0,2,0.0009760998532793908,up
292,2018-01-11,8,0,0,5.298947298133154,695.0600000000001,122071,587461,746,3,2,3,0.0052997628574568715,up
293,2018-01-12,14,0,0,5.629463025438143,1705.6699999999998,268893,1210158,1760,9,1,4,0.0057974782845261145,up
294,2018-01-16,17,8,0,5.503479852861277,1126.1400000000003,281835,695740,1196,8,3,6,-0.008053005156939427,down
295,2018-01-17,5,0,0,5.790433333333333,495.87,68559,329065,485,3,0,2,0.0063088445786477956,up
296,2018-01-18,12,0,0,5.6877650117278264,1129.91,230708,1057435,1148,7,0,5,-0.0015593324125088045,down
297,2018-01-19,6,0,0,5.5994485791985795,508.6499999999999,90787,418231,528,3,0,3,0.002747431217709197,up
298,2018-01-22,4,0,0,5.3377447552447554,191.66,78944,389330,194,2,1,1,0.008475864580827006,up
299,2018-01-23,6,0,1,5.73483313840156,735.6899999999999,108915,515762,744,6,0,0,0.0014390694800745169,up
300,2018-01-24,5,0,0,5.7373090125391855,578.69,108384,514795,593,4,0,1,-0.0027693216523420627,down
301,2018-01-25,4,0,0,6.128272058823529,363.9,60953,328283,345,4,0,0,-0.0024558681012699967,down
302,2018-01-26,7,0,0,6.219137764196589,379.87,82566,433511,371,6,1,0,0.008916704306381223,up
303,2018-01-29,1,0,0,6.492000000000001,32.46,12531,71452,29,1,0,0,-0.004778113752842404,down
304,2018-01-31,1,0,0,6.529999999999999,13.06,17286,93099,12,1,0,0,-0.003036231783953793,down
305,2018-02-01,3,0,0,5.545545195545195,368.06000000000006,75603,379312,381,2,0,1,0.001963474976019559,up
306,2018-02-02,6,0,0,5.819061621857674,554.6099999999999,142416,573930,555,6,0,0,-0.016657662126118963,down
307,2018-02-05,7,0,0,5.811176981414576,603.86,174894,800354,622,4,0,3,-0.033607478864803614,down
308,2018-02-06,5,0,0,5.436343685300207,475.6000000000001,97817,426609,503,1,0,4,0.030732934743552005,up
309,2018-02-07,7,0,0,6.064285884922532,588.24,137318,716098,566,6,0,1,-0.003452326936273063,down
310,2018-02-08,5,0,0,5.973058080495356,491.14,93813,429088,470,5,0,0,-0.038737289474760635,down
311,2018-02-09,4,0,0,5.391242471296819,484.8999999999999,93687,389027,527,2,0,2,0.006829947113872604,up
312,2018-02-12,3,0,0,5.5476018099547515,230.21999999999997,48104,248328,243,2,1,0,0.007300654214468569,up
313,2018-02-13,2,0,0,5.665351170568561,277.36,35957,181425,281,2,0,0,0.006299402885575584,up
314,2018-02-14,4,0,0,5.6272021475256775,361.74,67789,348768,369,2,0,2,0.01788614357125961,up
315,2018-02-15,7,1,0,5.200938727938728,622.99,93453,398136,678,2,1,4,0.006537774743306793,up
316,2018-02-16,3,0,0,5.237375717963954,242.98,62557,305586,266,1,1,1,0.0018627859953350614,up
317,2018-02-20,13,0,0,5.6733789536000065,1439.56,175635,851594,1487,8,0,5,-0.002471540484803644,down
318,2018-02-21,8,0,1,5.596606359649123,684.22,130452,618177,720,3,0,5,-0.007057430278414345,down
319,2018-02-22,10,0,0,5.638938666855346,1315.4599999999998,191999,945137,1385,6,2,2,-0.002383380135146461,down
320,2018-02-23,10,0,0,5.902688829151733,756.3399999999999,146603,719478,771,7,1,2,0.01159879204347124,up
321,2018-02-27,8,0,0,5.4063742449071395,727.6400000000001,119454,506895,758,6,1,1,-0.013008657820649274,down
322,2018-02-28,10,0,0,5.740740996165494,1255.6899999999998,154874,714939,1281,7,1,2,-0.014507313793871681,down
323,2018-03-01,6,0,0,5.680743386243386,533.69,70134,332230,549,5,0,1,-0.013829468478080793,down
324,2018-03-02,13,2,2,5.580767598414658,895.4799999999999,162255,762012,938,7,2,4,0.012170532929999736,up
325,2018-03-05,6,0,0,5.634535296574771,612.74,117470,518197,643,3,0,3,0.0148746693928501,up
326,2018-03-06,8,1,0,5.718453256302521,630.3599999999999,147392,576276,652,6,0,2,-0.0007544612631046241,down
327,2018-03-07,6,0,0,5.985443654047103,576.4200000000001,77862,370938,582,5,0,1,0.006132477332504997,up
328,2018-03-08,5,0,0,6.297022222222222,290.98,48888,251274,271,5,0,0,0.00227608489616686,up
329,2018-03-09,5,0,0,5.9442884748102145,444.41999999999996,83934,366255,443,4,0,1,0.012227118603945044,up
330,2018-03-12,6,0,0,5.602578033350092,590.49,71253,350295,627,3,0,3,-0.0026948256949915947,down
331,2018-03-13,8,0,1,5.564506135531135,835.0,160984,639102,865,5,1,2,-0.00966941329204301,down
332,2018-03-14,10,0,0,5.9465556468964405,882.8600000000001,126421,621438,886,7,0,3,-0.008860687395809494,down
333,2018-03-15,6,1,0,5.876277617119722,476.75999999999993,70070,339002,485,5,0,1,-0.0025197028430785353,down
334,2018-03-16,4,0,0,5.731824162679427,298.86,51393,264383,309,3,0,1,0.0005235067511103206,up
335,2018-03-19,3,1,0,5.986607142857142,125.69999999999999,34698,134943,142,1,1,1,-0.010381618825062186,down
336,2018-03-20,2,0,0,6.0375,146.48000000000002,44726,204015,140,2,0,0,0.000696079985964246,up
337,2018-03-21,7,0,1,5.237052136752136,743.1,103202,491435,807,1,1,5,-0.0011270973415264882,down
338,2018-03-22,8,1,0,5.6562252645502635,810.12,166969,642413,823,5,1,2,-0.017712295681285392,down
339,2018-03-23,6,0,0,5.147274250440917,602.2,95328,429292,678,1,2,3,-0.022084003106224773,down
340,2018-03-26,4,0,0,5.855763888888889,316.27000000000004,65671,319037,318,3,0,1,0.014965525620241109,up
341,2018-03-27,3,1,0,5.627238095238096,250.12,53425,146728,262,2,0,1,-0.020599253102730343,down
342,2018-03-28,9,0,0,5.711020029072274,868.7499999999999,174599,752957,894,7,0,2,-0.002412610148884482,down
343,2018-03-29,4,0,0,5.56484175084175,421.82,75523,327386,447,2,0,2,0.010120909073420128,up
344,2018-04-02,9,0,0,5.446287950732396,917.66,130908,573480,982,5,1,3,-0.01958270290286616,down
345,2018-04-03,13,0,0,5.719918801552242,1317.14,211574,943912,1362,8,0,4,0.008595126735677019,up
346,2018-04-04,6,0,0,5.524738122605363,571.26,110835,501252,594,3,1,2,0.02347096062159744,up
347,2018-04-05,4,0,0,5.684241901776385,422.7,55919,259255,441,2,0,2,0.0020621898347779897,up
348,2018-04-06,7,1,0,5.597722277722277,596.7099999999999,124282,400355,616,5,1,1,-0.015628461474047603,down
349,2018-04-09,5,1,0,5.755,422.8699999999999,86174,364798,418,4,1,0,-0.0015360120834060909,down
350,2018-04-10,6,0,1,5.7228859943977595,484.02000000000004,97567,449776,462,4,2,0,0.006996716058425842,up
351,2018-04-11,11,1,0,5.38023085301795,1087.33,187112,708799,1180,3,2,6,-0.0006429738259905438,down
352,2018-04-12,10,0,1,5.875884737953152,937.67,125668,626256,935,9,0,1,0.003828395828438597,up
353,2018-04-13,6,0,0,5.198818085296347,630.35,133542,587745,694,2,2,2,-0.007695414006556367,down
354,2018-04-16,2,0,0,5.420568181818181,143.69,39717,178658,158,1,1,0,0.002898763984839955,up
355,2018-04-17,24,14,0,5.451493835616997,1569.04,189149,624720,1692,14,4,6,0.005069150029594946,up
356,2018-04-18,17,5,1,5.513192866834284,1303.1599999999999,229118,775767,1371,9,5,3,-0.0005424923497397746,down
357,2018-04-19,14,1,0,5.699823363541221,1320.9699999999998,184260,788582,1362,9,2,3,-0.002972807705433053,down
358,2018-04-20,9,0,1,5.605779698534084,1015.79,199486,848005,1056,7,0,2,-0.00832670971444425,down
359,2018-04-23,4,0,0,5.576566287878789,483.5299999999999,84383,385373,509,3,0,1,-0.0019099436298028734,down
360,2018-04-24,10,2,2,5.850991880341882,925.3499999999999,79741,350529,935,8,0,2,-0.017248578467181322,down
361,2018-04-25,7,1,0,6.102415912518854,508.57,209925,827451,495,6,0,0,0.00170023383351992,up
362,2018-04-26,3,0,1,6.3943209876543206,202.38,41151,231164,201,3,0,0,0.005766235953120171,up
363,2018-04-27,11,2,0,5.658274826610172,1160.0799999999997,184216,785417,1202,8,0,3,-0.002078161616563294,down
364,2018-04-30,10,0,0,5.5630794203975835,1049.62,172055,835158,1090,9,1,0,-0.012846163060543444,down
365,2018-05-01,7,0,0,6.062364564007422,475.23,98808,494395,491,5,2,0,0.004479859012135797,up
366,2018-05-02,7,0,0,5.825646948634526,729.42,125129,535163,774,3,1,3,-0.006996378650748907,down
367,2018-05-03,9,0,0,5.833487660500891,844.42,121758,607001,865,5,1,2,0.0006277974608961329,up
368,2018-05-04,10,0,0,5.278048955392434,743.29,166416,788960,809,5,4,1,0.01601021258635503,up
369,2018-05-07,11,0,0,5.418986643227201,1132.1100000000001,186208,810291,1226,4,3,4,-0.0028765771308347176,down
370,2018-05-08,7,2,0,5.432144083986189,557.94,120674,425411,585,4,2,1,0.0006216293521169411,up
371,2018-05-09,8,0,0,5.633262189665656,861.54,168235,773557,887,6,1,1,0.007344675048419265,up
372,2018-05-10,5,0,0,5.51972443438914,335.7700000000001,182091,801061,361,2,1,2,0.0066727964549408636,up
373,2018-05-11,5,0,0,5.68032,396.96,90912,427909,416,3,1,1,0.0018437654131356507,up
374,2018-05-14,7,0,0,5.7700279057859705,582.04,125913,667810,608,4,0,2,-0.0030455283747204465,down
375,2018-05-15,9,2,0,6.002313263125763,597.28,109260,518295,585,8,0,0,-0.00262641176818705,down
376,2018-05-16,10,0,0,5.775453985507248,947.25,99611,513968,962,7,1,2,0.003627431625362243,up
377,2018-05-17,11,1,1,5.534526136074265,919.5799999999999,188388,723042,977,5,2,4,0.00015439955216591843,up
378,2018-05-18,11,1,0,5.4825291769633875,1212.9,182864,772026,1295,5,2,4,-0.0016119111789179188,down
379,2018-05-21,10,0,0,5.692271310160427,987.66,160673,709303,1010,7,0,3,-0.0008700342887462966,down
380,2018-05-22,2,0,0,6.3825,102.11999999999999,19682,107069,96,2,0,0,-0.005076121501822689,down
381,2018-05-23,17,0,0,5.584294120527683,1244.8400000000001,244784,1053420,1328,10,1,6,0.0071150336930635395,up
382,2018-05-24,11,1,2,5.667069379895467,804.3400000000001,143319,593152,829,7,2,2,-0.0011644089832439578,down
383,2018-05-25,18,5,1,5.67676592433831,1687.35,265061,930625,1730,11,1,6,-0.0008334630336027883,down
384,2018-05-29,7,0,0,5.410274424847487,885.6999999999999,137401,588042,945,3,0,4,-0.0056374784747347815,down
385,2018-05-30,10,0,0,5.645909373433584,990.42,162601,725661,1028,5,0,5,0.007985434791283965,up
386,2018-05-31,16,6,0,5.6624774444359405,1017.9400000000002,212044,774131,1067,11,1,4,-0.005773640422007125,down
387,2018-06-01,6,1,0,5.810569381598793,431.30999999999995,88588,408865,437,4,0,2,0.005855801039811154,up
388,2018-06-04,12,0,1,5.565300172050173,1025.43,158474,755823,1104,6,1,5,0.0018967254074870171,up
389,2018-06-05,18,0,0,5.742915983410079,1584.08,230594,1081618,1632,10,0,7,0.00012373765847990947,up
390,2018-06-06,18,3,0,5.472366098710689,1705.0,247042,990475,1800,8,3,7,0.006937291564514624,up
391,2018-06-07,20,0,2,5.605099771199345,1766.3400000000001,269264,1134954,1870,11,2,7,-0.0016108931896040605,down
392,2018-06-08,6,0,0,5.561550935047065,548.46,108606,500219,578,3,1,2,0.0047688733188974205,up
393,2018-06-11,11,1,0,5.705530926144562,1060.47,230180,1055832,1110,8,0,3,0.0006546583474871268,up
394,2018-06-12,12,1,2,5.590628846432674,970.32,225579,932842,1022,7,0,4,0.0004487363426277421,up
395,2018-06-13,17,0,0,5.651340878832209,1905.61,305754,1508644,1970,13,0,4,-0.004415467427747032,down
396,2018-06-14,7,0,0,6.107847481021394,612.46,119045,562614,633,4,0,3,-0.0002586836818237396,down
397,2018-06-15,19,6,0,5.297757203030888,1541.94,261098,975119,1670,5,3,11,0.0006767573315288112,up
398,2018-06-18,12,0,0,5.283883111379679,1118.46,241246,1054070,1223,3,2,7,0.002878006243336543,up
399,2018-06-19,9,0,0,5.591266754850087,672.7799999999999,160235,690590,719,4,0,5,0.0038444911034316905,up
400,2018-06-20,16,3,0,5.591625465620864,1090.26,255553,906749,1154,9,2,4,-0.0008700891485458363,down
401,2018-06-21,19,0,1,5.695231611974288,1777.88,283461,1292326,1829,13,1,5,-0.007048770364710576,down
402,2018-06-22,15,2,1,5.540484282045304,1535.5,304579,926468,1616,9,1,5,-0.0021407480889568545,down
403,2018-06-25,21,4,1,5.499856566007596,1981.9000000000005,346234,1321609,2104,7,1,13,-0.009431439826046157,down
404,2018-06-26,12,1,1,5.540531477039749,1198.88,169420,786847,1275,8,1,3,0.0003452977677691211,up
405,2018-06-27,17,1,1,5.818788654821197,1445.16,218721,1077817,1463,13,2,2,-0.010562798848275613,down
406,2018-06-28,14,0,0,5.560708333333335,1224.26,200082,949471,1308,7,4,3,0.006529137613145244,up
407,2018-06-29,5,2,0,5.475602436125966,376.35,53677,192476,403,2,1,2,-0.003212082436778908,down
408,2018-07-02,3,1,0,6.19874183006536,227.7,79028,245729,219,3,0,0,0.008044514831764429,up
409,2018-07-03,21,2,4,5.635379147156383,2228.1999999999994,278021,1215032,2300,12,0,9,-0.0073355536969596374,down
410,2018-07-05,6,0,0,5.817276502183365,532.83,98962,498458,564,3,0,3,0.004559214397304714,up
411,2018-07-06,6,0,0,5.926739094239095,529.47,122014,577016,525,4,0,2,0.008087189353733402,up
412,2018-07-09,7,0,0,5.641876009888433,806.6599999999999,111572,536847,850,4,0,3,0.0030803224647473074,up
413,2018-07-10,18,7,0,5.528106995884774,1391.25,366698,923929,1435,10,2,6,0.0018934607425645602,up
414,2018-07-11,18,8,2,5.57958524368424,1434.8,246391,669961,1485,14,0,4,-0.002086483246440129,down
415,2018-07-12,10,2,0,5.801856568627452,770.8399999999999,126157,529895,794,6,0,4,0.00544354455128352,up
416,2018-07-13,4,1,1,5.475196581196581,201.15999999999997,50438,213274,219,1,0,2,0.0015660481694183186,up
417,2018-07-16,12,2,0,5.929645238095238,837.29,190619,813433,842,8,0,4,0.000382440929690443,up
418,2018-07-17,5,0,1,5.530161904761905,402.4,83812,397729,423,2,0,3,0.007245427363606594,up
419,2018-07-18,15,2,0,5.666994384583226,1590.9199999999998,250539,1032228,1612,11,0,4,0.0015188499657293492,up
420,2018-07-19,13,0,1,5.4734611610255195,1203.98,210971,888624,1285,5,0,8,-0.0017370893818759714,down
421,2018-07-20,14,7,0,5.453905245862512,1235.22,221573,561158,1323,6,1,7,-0.000969842203732406,down
422,2018-07-23,10,0,0,5.278436729430138,1193.43,251777,978023,1303,2,1,7,0.002790133581608279,up
423,2018-07-24,16,2,0,5.836668292547052,1020.8700000000001,202056,881968,1043,8,0,6,-9.927748158272676e-05,down
424,2018-07-25,15,0,0,5.8004090399529,1828.1699999999998,227532,1033629,1852,12,0,3,0.01005777281753588,up
425,2018-07-26,12,1,0,5.8605104879017915,881.56,180862,780841,872,10,0,2,0.000687694545520175,up
426,2018-07-27,16,0,0,5.651711334337315,1450.6399999999999,230947,1052432,1497,12,1,3,-0.00827837148441237,down
427,2018-07-30,14,3,0,5.81327442776764,981.02,160044,607288,981,11,0,2,-0.005817631074849275,down
428,2018-07-31,19,3,0,5.606604009889181,1780.46,255745,1051292,1825,11,1,7,0.0023347649228556513,up
429,2018-08-01,14,1,1,5.568869111533828,1140.29,192465,750395,1249,7,3,3,-0.002768289474199233,down
430,2018-08-02,13,1,1,5.697841214562038,1540.63,190539,837558,1561,10,0,3,0.00954835999220388,up
431,2018-08-03,10,1,0,5.910175843454789,778.3399999999999,126599,542557,793,6,1,3,0.0037920217401392962,up
432,2018-08-06,10,1,1,5.660970746081236,1349.2199999999998,153530,542791,1370,9,0,1,0.0035594474019137773,up
433,2018-08-07,4,1,0,5.435660866910867,374.19999999999993,71121,253759,399,2,1,1,0.0008858893348200863,up
434,2018-08-08,10,0,0,6.109845795776955,943.94,168597,840421,920,8,0,1,0.00031850853145602015,up
435,2018-08-09,6,0,0,5.186795476008862,565.59,114864,468391,627,1,1,4,-0.0012634312294746148,down
436,2018-08-10,8,0,0,5.734248493484485,1070.1,179145,813277,1074,7,0,1,-0.0019795953341084365,down
437,2018-08-13,14,2,0,5.5859170731275665,1441.9599999999998,210639,792108,1547,9,3,2,-0.004771722819612057,down
438,2018-08-14,17,0,1,5.311768039472566,1396.92,245019,1078955,1503,5,4,7,0.004271779035814306,up
439,2018-08-15,17,1,2,5.774034184614834,1644.5399999999997,202695,835528,1665,14,1,2,-0.003387554294096368,down
440,2018-08-16,17,0,1,5.642479709832651,1855.67,313516,1299042,1946,8,0,9,0.0032668890009134753,up
441,2018-08-17,18,0,1,5.463031573221946,2017.9099999999996,267558,1158286,2135,6,1,10,0.004160846809754374,up
442,2018-08-20,9,0,0,5.200483852541433,862.46,163110,664383,966,2,3,3,0.0010932703585379883,up
443,2018-08-21,13,0,0,5.606897571607973,1347.96,191074,850853,1393,8,1,4,0.0005067083445219385,up
444,2018-08-22,13,0,0,5.763027065527066,637.5,189084,847609,678,6,1,2,0.0002901366320404209,up
445,2018-08-23,13,1,1,5.580251294903926,703.2399999999998,177189,726014,746,8,1,1,-0.0011572459278140744,down
446,2018-08-24,13,1,0,5.601609446899928,1105.62,226657,889599,1162,8,1,3,0.0043110879443511736,up
447,2018-08-27,10,1,0,5.950207563606364,978.38,175455,754502,984,10,0,0,0.00417724235410295,up
448,2018-08-28,10,0,2,5.480906160506161,783.22,167567,658535,820,3,0,6,-0.0013544714078716586,down
449,2018-08-29,24,0,0,5.6359253555588165,2315.1499999999996,413264,1693439,2392,16,1,6,0.004626569994928979,up
450,2018-08-30,18,0,1,5.347111393876327,1746.4699999999998,293904,1224894,1890,7,3,8,-0.0026848467683783235,down
451,2018-08-31,4,0,0,5.8417791005291,339.32000000000005,75220,327025,358,2,0,2,0.0010867842521299152,up
452,2018-09-04,12,0,0,5.512939555327712,772.64,166328,685885,830,6,1,5,-8.28420148123802e-05,down
453,2018-09-05,15,0,0,5.458327190233594,1205.6,258382,1082396,1301,4,1,9,-0.0010340296892040095,down
454,2018-09-06,8,0,0,5.639146329365079,562.0,165377,694934,578,6,0,2,-0.003666031209242212,down
455,2018-09-07,9,0,0,5.861097836187443,713.5799999999999,151981,700439,748,7,1,1,0.0011923333268520667,up
456,2018-09-10,23,7,6,5.59079439212074,1875.94,362048,1086446,1975,13,1,8,-0.0014784566331511114,down
457,2018-09-11,11,1,0,5.663488671822005,564.7800000000001,153235,620413,586,6,0,3,0.005683241088860674,up
458,2018-09-12,13,0,0,5.521794758705347,861.3199999999999,169424,748360,919,4,0,6,0.0002180816301323205,up
459,2018-09-13,17,5,0,5.541504851444917,1290.6599999999999,247924,629578,1405,7,3,7,0.002530277284648133,up
460,2018-09-14,30,24,0,5.5601400925232785,1809.9,194248,391148,1977,14,3,13,-0.00048166552768543933,down
461,2018-09-17,30,18,0,5.683282441150734,2049.0200000000004,223171,708509,2122,21,1,7,-0.0051759326807276134,down
462,2018-09-18,12,0,0,5.892445806253989,884.4100000000001,154980,702673,892,7,1,3,0.004694323615040824,up
463,2018-09-19,9,0,0,5.5967484789414605,787.0,143802,651047,828,5,0,4,0.0004644096038285369,up
464,2018-09-20,14,0,0,5.713023197816676,1094.5099999999998,182647,795432,1115,8,0,3,0.0037743284740323593,up
465,2018-09-21,25,9,3,5.619476847482968,1598.1200000000001,278129,870762,1683,13,2,9,-0.0024142551573357613,down
466,2018-09-24,10,2,1,5.878619047619048,560.26,87086,337184,555,8,1,1,-0.0008419247301620688,down
467,2018-09-25,15,0,1,5.919028693528693,740.1299999999999,197114,866829,746,11,0,2,-0.002118573115427429,down
468,2018-09-26,14,5,0,5.635709439458427,933.4599999999999,206076,671381,958,10,1,2,-0.003774454770169551,down
469,2018-09-27,1,0,0,5.4445454545454535,119.78,69503,281610,128,0,0,1,0.0008071361870757937,up
470,2018-10-01,5,0,1,6.1316476190476195,464.65999999999997,65641,332813,458,5,0,0,-0.000580923619102698,down
471,2018-10-02,11,1,0,6.4643397122485355,540.9799999999998,158700,711120,512,9,0,1,-0.00012658765777315184,down
472,2018-10-03,16,1,0,6.011748199351426,1246.93,188698,848834,1255,13,0,2,-0.0021079756469376664,down
473,2018-10-04,12,1,1,5.706671853337294,877.3199999999999,216048,922971,895,7,0,5,-0.006076691867876108,down
474,2018-10-05,10,5,1,5.828157326007326,455.64000000000004,207020,592851,459,8,1,1,-0.005846593250044048,down
475,2018-10-08,8,0,0,6.042178543986977,721.2499999999999,87780,405224,703,6,0,1,0.0023978561232939947,up
476,2018-10-09,18,7,0,5.630235196949592,860.73,180005,544881,902,9,1,7,-0.000752789059698718,down
477,2018-10-10,23,15,0,5.63566150307373,1316.34,151353,436874,1373,14,2,6,-0.030696952924006225,down
478,2018-10-11,11,3,0,5.90993449197861,395.73999999999995,104175,380880,400,6,1,1,-0.017465707057410778,down
479,2018-10-12,12,1,0,5.8265746965452845,600.6,142463,659057,591,8,1,2,-0.001230863280081393,down
480,2018-10-15,9,2,0,5.583796737011612,801.9399999999998,124138,502221,844,7,1,1,-0.004718104453598026,down
481,2018-10-16,19,2,0,5.5970681166958265,1513.92,299672,1196405,1584,8,1,10,0.015492987926074227,up
482,2018-10-17,23,3,0,5.64863414761086,1583.4900000000002,307518,1249613,1642,11,1,7,-0.000874911020227509,down
483,2018-10-18,14,0,0,5.623760546226959,1149.65,216190,844055,1214,10,1,3,-0.011855806923625976,down
484,2018-10-19,11,0,0,5.725709851264085,601.2599999999999,186051,729171,631,7,0,2,-0.002838922364347662,down
485,2018-10-22,14,0,0,5.630418966005374,976.6800000000001,233539,924708,1020,10,1,3,-0.006510616085469343,down
486,2018-10-23,15,1,1,5.602505897972365,1106.86,241175,871770,1162,8,1,3,0.007225172743582419,up
487,2018-10-24,7,0,0,5.781044372294373,424.76,138700,581283,434,4,0,3,-0.02986628857675665,down
488,2018-10-25,18,0,0,5.55447575798058,1825.6399999999999,260523,1069115,1912,9,0,9,0.011473481555209105,up
489,2018-10-26,11,0,0,5.741027699353785,1078.29,220742,886920,1105,7,0,4,-0.003437273931994771,down
490,2018-10-29,7,0,0,5.536017871393989,753.63,227778,901137,797,3,1,3,-0.015432465477189244,down
491,2018-10-30,24,2,5,5.604421993831662,2118.84,285302,1018776,2211,17,0,7,0.015886041504555803,up
492,2018-10-31,15,0,1,5.4735026332336485,1217.5299999999997,265588,997951,1309,5,1,9,0.002269327238914132,up
493,2018-11-01,12,2,0,5.855001401376402,771.55,176528,533190,774,9,1,2,0.00838615177690467,up
494,2018-11-02,10,0,0,6.0625277777777775,719.88,170474,665696,706,9,0,0,-0.008155272323155945,down
495,2018-11-05,17,1,0,5.60694536598029,1836.3500000000001,258870,923644,1904,10,0,7,0.0043794281361687615,up
496,2018-11-06,35,20,1,5.582647102476411,2428.9900000000007,438771,673896,2505,20,3,11,0.006226281628022036,up
497,2018-11-07,14,0,0,5.772964229756914,1364.28,288574,1404026,1379,11,1,2,0.01433242554490749,up
