Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,3244.669922,3258.139893,3214.639893,3237.179932,3237.179932,14013990000
2020-01-08,3238.590088,3294.250000,3236.669922,3283.149902,3283.149902,17693760000
2020-01-15,3282.270020,3329.879883,3280.689941,3320.790039,3320.790039,15055430000
2020-01-22,3330.020020,3337.770020,3234.500000,3276.239990,3276.239990,18441660000
2020-01-29,3289.459961,3306.919922,3214.679932,3297.590088,3297.590088,19652810000
2020-02-05,3324.909912,3375.629883,3313.750000,3357.750000,3357.750000,18927650000
2020-02-12,3370.500000,3385.090088,3355.610107,3370.290039,3370.290039,14569380000
2020-02-19,3380.389893,3393.520020,3118.770020,3128.209961,3128.209961,21941210000
2020-02-26,3139.899902,3182.510010,2855.840088,3003.370117,3003.370117,33833140000
2020-03-04,3045.750000,3130.969971,2734.000000,2882.229980,2882.229980,33222180000
2020-03-11,2825.600098,2825.600098,2367.040039,2529.189941,2529.189941,40602200000
2020-03-18,2436.500000,2466.969971,2191.860107,2447.330078,2447.330078,40696710000
2020-03-25,2457.770020,2641.389893,2407.530029,2584.590088,2584.590088,34547670000
2020-04-01,2498.080078,2756.889893,2447.489990,2659.409912,2659.409912,31922660000
2020-04-08,2685.000000,2851.850098,2663.300049,2846.060059,2846.060059,24578220000
2020-04-15,2795.639893,2879.219971,2727.100098,2736.560059,2736.560059,26471510000
2020-04-22,2787.889893,2921.149902,2775.949951,2863.389893,2863.389893,27047800000
2020-04-29,2918.459961,2954.860107,2797.850098,2868.439941,2868.439941,27749150000
2020-05-06,2883.139893,2945.820068,2847.649902,2870.120117,2870.120117,24798750000
2020-05-13,2865.860107,2968.090088,2766.639893,2922.939941,2922.939941,28595710000
2020-05-20,2953.629883,3021.719971,2933.590088,2991.770020,2991.770020,19749770000
2020-05-27,3015.649902,3081.070068,2969.750000,3080.820068,3080.820068,28909620000
2020-06-03,3098.899902,3233.129883,3090.409912,3207.179932,3207.179932,35855280000
2020-06-10,3213.419922,3223.270020,2965.659912,3124.739990,3124.739990,30991880000
2020-06-17,3136.129883,3155.530029,3079.389893,3131.290039,3131.290039,26676410000
2020-06-24,3114.399902,3115.010010,2999.739990,3100.290039,3100.290039,27659790000
2020-07-01,3105.919922,3184.149902,3101.169922,3145.320068,3145.320068,17934110000
2020-07-08,3153.070068,3235.320068,3115.699951,3197.520020,3197.520020,23639010000
2020-07-15,3225.979980,3277.290039,3198.590088,3257.300049,3257.300049,21143980000
2020-07-22,3254.860107,3279.989990,3200.050049,3218.439941,3218.439941,20432350000
2020-07-29,3227.219971,3306.840088,3204.129883,3306.510010,3306.510010,23312880000
2020-08-05,3317.370117,3381.010010,3317.370117,3333.689941,3333.689941,22510790000
2020-08-12,3355.459961,3395.060059,3355.459961,3389.780029,3389.780029,18163370000
2020-08-19,3392.510010,3444.209961,3354.689941,3443.620117,3443.620117,18580740000
2020-08-26,3449.969971,3528.030029,3444.149902,3526.649902,3526.649902,19965200000
2020-09-02,3543.760010,3588.110107,3329.270020,3331.840088,3331.840088,18280910000
2020-09-09,3369.820068,3425.550049,3310.469971,3401.199951,3401.199951,19701120000
2020-09-16,3411.229980,3428.919922,3229.100098,3315.570068,3315.570068,24942320000
2020-09-23,3320.110107,3360.739990,3209.449951,3335.469971,3335.469971,20354130000
2020-09-30,3341.209961,3431.560059,3323.689941,3360.969971,3360.969971,20884910000
2020-10-07,3384.560059,3549.850098,3384.560059,3511.929932,3511.929932,18637200000
2020-10-14,3515.469971,3527.939941,3419.929932,3443.120117,3443.120117,20221620000
2020-10-21,3439.909912,3466.459961,3364.860107,3390.679932,3390.679932,19843020000
2020-10-28,3342.479980,3389.489990,3233.939941,3369.159912,3369.159912,23404040000
