Date,Open,Close,Change,% Change,Up/Down
2020-01-01,323.540009,322.730011,-0.8099980000000073,-0.002503548177870043,down
2020-01-08,322.940002,327.450012,4.5100100000000225,0.013965473376073189,up
2020-01-15,327.350006,331.299988,3.9499819999999772,0.012066540179015537,up
2020-01-22,332.23999,326.890015,-5.349974999999972,-0.01610274247841138,down
2020-01-29,328.380005,329.059998,0.6799930000000245,0.0020707503186743192,up
2020-02-05,332.269989,335.26001,2.990021000000013,0.008998769371253728,up
2020-02-12,336.829987,336.730011,-0.09997600000002649,-0.00029681442822377475,down
2020-02-19,337.790009,312.649994,-25.140015000000005,-0.07442498099462737,down
2020-02-26,314.179993,300.23999,-13.940003000000047,-0.04436948026795597,down
2020-03-04,306.119995,288.420013,-17.699982000000034,-0.05782040470763771,down
2020-03-11,280.700012,252.80000299999998,-27.90000900000004,-0.09939439902838351,down
2020-03-18,236.25,243.149994,6.899993999999992,0.029206323809523777,up
2020-03-25,244.86999500000002,257.75,12.880004999999983,0.05259935991749411,up
2020-04-01,247.979996,265.130005,17.150008999999983,0.06915884053808914,up
2020-04-08,267.959991,283.790009,15.830017999999995,0.059076050648173055,up
2020-04-15,277.570007,273.040009,-4.529997999999978,-0.01632019989825478,down
2020-04-22,278.350006,285.730011,7.380004999999983,0.026513399823673733,up
2020-04-29,291.52999900000003,286.190002,-5.339997000000039,-0.01831714409603534,down
2020-05-06,288.040009,286.670013,-1.3699960000000146,-0.004756269813892468,down
2020-05-13,286.059998,291.97000099999997,5.910002999999961,0.020660012030063568,up
2020-05-20,295.820007,299.079987,3.2599800000000414,0.011020147126154458,up
2020-05-27,302.119995,308.079987,5.959992,0.019727234538051676,up
2020-06-03,310.23999,320.790009,10.55001900000002,0.03400599323124018,up
2020-06-10,321.420013,312.959991,-8.46002199999998,-0.02632076926709595,down
2020-06-17,314.070007,312.049988,-2.0200189999999907,-0.006431747556206444,down
2020-06-24,309.839996,308.359985,-1.4800109999999904,-0.004776694484594527,down
2020-07-01,309.570007,313.77999900000003,4.209992000000057,0.013599482846540934,up
2020-07-08,314.609985,318.920013,4.310027999999988,0.013699590621702578,up
2020-07-15,322.410004,325.01001,2.6000060000000076,0.008064284506506838,up
2020-07-22,324.619995,321.170013,-3.449982000000034,-0.01062775569323767,down
2020-07-29,322.119995,330.059998,7.94000299999999,0.02464920875216079,up
2020-08-05,331.47000099999997,332.799988,1.329987000000017,0.0040123902494573465,up
2020-08-12,335.440002,338.640015,3.2000130000000127,0.009539747737063311,up
2020-08-19,339.049988,344.119995,5.070007000000032,0.01495356784970608,up
2020-08-26,344.76001,352.600006,7.839995999999985,0.022740444867721126,up
2020-09-02,354.670013,333.209991,-21.46002199999998,-0.060507009934330086,down
2020-09-09,337.549988,340.170013,2.6200249999999983,0.0077618874037702484,up
2020-09-16,341.51001,330.299988,-11.210022000000038,-0.03282487093130897,down
2020-09-23,330.899994,332.369995,1.4700010000000248,0.004442432839693629,up
2020-09-30,333.089996,334.929993,1.8399970000000394,0.00552402360351897,up
2020-10-07,338.119995,350.130005,12.010009999999966,0.035519963851886265,up
2020-10-14,350.75,343.380005,-7.369995000000017,-0.021012102637206036,down
2020-10-21,343.329987,338.22000099999997,-5.109986000000049,-0.014883599433451319,down
2020-10-28,332.100006,336.02999900000003,3.9299930000000245,0.011833763712729425,up
