index,date,tweets,isRetweet,isDeleted,avg_sentiment_score,sum_sentiment_score,delta_avg,retweets,favorites,word_count,positive,negative,neutral,s&p_%change,s&p_up/down
43,2017-08-03,1,0,0,5.978461538461539,77.72,0.4435009547333362,13049,69520,75,1,0,0,-0.0015630331436501071,down
44,2017-08-04,2,2,0,5.554920634920634,89.72,0.019960051192431383,25661,0,96,1,0,1,-2.0107959348972213e-05,down
45,2017-08-07,2,0,0,5.52375,176.76000000000002,-0.011210583728202383,27539,129683,181,1,0,1,0.001521924139469683,up
46,2017-08-10,1,1,0,5.604,28.020000000000003,0.06903941627179755,4909,0,28,1,0,0,-0.011020582340007514,down
47,2017-08-11,2,1,0,5.536331168831168,140.17,0.0013705851029661709,18441,59717,144,1,1,0,0.00011471708596583704,up
48,2017-08-14,1,0,0,5.095,81.52,-0.4399605837282028,9085,50510,92,0,0,1,0.0044318959057759975,up
49,2017-08-16,3,2,2,5.598507936507936,189.36,0.06354735277973322,21376,48381,196,3,0,0,-0.0002105524216404529,down
50,2017-08-17,1,0,0,5.3693333333333335,80.53999999999998,-0.16562725039486903,26668,113678,84,0,0,1,-0.013374182039966305,down
51,2017-08-23,1,0,0,4.618461538461538,60.04,-0.9164990452666641,21729,81349,77,0,1,0,-0.0003435113544184003,down
52,2017-08-28,1,1,0,4.733333333333333,42.60000000000001,-0.8016272503948692,24376,0,54,0,1,0,-0.0012708063315262773,down
53,2017-08-31,1,1,0,5.821428571428571,81.49999999999999,0.28646798770036863,8207,0,82,1,0,0,0.0036545998652471054,up
54,2017-09-01,1,0,0,5.545,22.180000000000003,0.010039416271797386,13950,80027,23,1,0,0,0.0008608591375542207,up
55,2017-09-14,2,0,0,5.5661538461538465,133.92000000000002,0.03119326242564391,32800,153229,142,1,0,1,0.0004249478765507971,up
56,2017-09-21,1,0,0,5.128571428571427,71.8,-0.4063891551567753,7958,45676,81,0,0,1,-0.0026164322301912217,down
57,2017-09-26,4,0,2,5.365748106060606,247.12,-0.1692124776675965,33238,180137,266,2,0,2,-0.0016792817925775142,down
58,2017-09-27,2,0,0,5.933916666666667,136.28,0.39895608293846374,28610,159992,133,2,0,0,0.0014940238592229718,up
59,2017-10-04,1,0,0,5.372307692307691,69.83999999999999,-0.1626528914205112,16949,79894,74,0,0,1,0.0016814855588477813,up
60,2017-10-05,1,0,0,5.438461538461539,70.7,-0.09649904526666386,29111,134448,74,0,0,1,0.0044118765016290685,up
61,2017-10-06,1,1,0,5.35,21.4,-0.1849605837282029,9540,0,23,0,0,1,0.0007419750980499633,up
62,2017-10-10,2,1,0,5.6675,124.22,0.13253941627179744,40696,141986,125,2,0,0,0.00025486492203837815,up
63,2017-10-11,3,0,0,5.1943981481481485,237.71999999999997,-0.3405624355800538,41544,200439,262,0,1,2,0.0018112744305621906,up
64,2017-10-16,3,1,0,5.153846153846153,192.56,-0.38111442988204863,35825,160464,217,1,1,1,0.000809926922340224,up
65,2017-10-17,3,1,0,5.543333333333333,80.02000000000001,0.008372749605130755,38792,124721,82,1,1,1,0.0008564878622875999,up
66,2017-10-18,2,0,0,5.799333333333333,82.58,0.26437274960513113,18963,84580,79,1,0,1,-0.0006282436980790724,down
67,2017-10-19,1,1,1,5.456666666666668,32.74,-0.07829391706153466,8415,0,35,0,0,1,0.0034112318780138056,up
68,2017-10-23,1,0,0,5.174545454545455,56.92,-0.36041512918274776,13360,75496,62,0,0,1,-0.00508133867205652,down
69,2017-10-24,1,0,0,5.971111111111113,53.74,0.43615052738291027,15133,84377,51,1,0,0,0.00018296349695962868,up
70,2017-10-26,1,0,0,5.389333333333332,80.84,-0.14562725039487034,10543,52466,88,0,0,1,0.00012492734221423573,up
71,2017-10-27,1,0,0,5.22,36.54,-0.3149605837282028,10479,38307,41,0,0,1,0.004205822740867383,up
72,2017-10-31,1,0,0,4.796,23.980000000000004,-0.7389605837282023,8574,37010,30,0,1,0,-0.00028337843036419126,down
73,2017-11-03,2,0,0,5.483516483516484,148.11999999999998,-0.05144410021171941,32306,153408,158,1,0,1,0.0022890458516129533,up
74,2017-11-06,1,0,0,5.096923076923077,66.25999999999999,-0.43803750680512543,15707,65706,77,0,0,1,0.001414475159526256,up
75,2017-11-07,2,0,0,5.364307692307692,99.60000000000001,-0.17065289142051032,14495,81972,103,1,1,0,-0.0005671880974614563,down
76,2017-11-08,1,0,0,5.49,98.82,-0.04496058372820233,14611,67996,106,0,0,1,0.0021902500030591826,up
77,2017-11-10,1,0,0,5.670588235294117,96.4,0.1356276515659145,10549,60918,100,1,0,0,0.0008216934693994575,up
78,2017-11-14,1,0,0,5.721818181818183,125.88000000000002,0.18685759808998004,13236,70782,131,1,0,0,0.0004345328290177058,up
79,2017-11-15,1,1,0,5.418666666666668,81.28,-0.11629391706153491,30564,0,87,0,0,1,-0.0018797151499759504,down
80,2017-11-17,2,0,0,5.322948717948718,133.28000000000003,-0.21201186577948494,26565,125973,148,1,0,1,-0.001583406154777565,down
81,2017-11-20,2,0,0,5.170955882352941,170.46,-0.3640047013752614,57091,257878,189,0,1,1,0.001027297260416969,up
82,2017-11-22,2,1,0,5.499907692307692,213.02000000000004,-0.0350528914205106,19682,65713,222,1,0,1,-0.0012421522536593596,down
83,2017-11-24,1,0,0,5.1258333333333335,123.02,-0.4091272503948691,16154,85852,143,0,0,1,0.0007691065520147942,up
84,2017-11-28,2,0,0,5.6328632478632485,197.18,0.097902664135046,20921,105732,206,2,0,0,0.008096924133985592,up
85,2017-11-29,4,0,0,5.466371336996337,364.4599999999999,-0.06858924673186562,45462,224790,390,1,0,3,-0.0006659512275252173,down
86,2017-11-30,4,0,0,5.8413260869565224,331.84,0.30636550322831924,49401,247484,331,3,0,1,0.005182425634851682,up
87,2017-12-01,2,0,0,5.071262626262626,202.78000000000003,-0.46369795746557685,39368,158046,228,0,0,2,-0.0010888536891959623,down
88,2017-12-04,3,0,0,5.323376436781609,376.22,-0.2115841469465932,50142,237217,412,1,0,2,-0.006679989159269514,down
89,2017-12-05,1,0,0,6.15142857142857,86.11999999999998,0.6164679877003678,11441,56713,83,1,0,0,-0.0038677317381887134,down
90,2017-12-06,1,1,0,5.3527272727272734,58.88,-0.1822333110009291,7328,0,64,0,0,1,0.0011537521367191946,up
91,2017-12-08,1,0,0,5.318181818181818,175.49999999999997,-0.2167787655463842,14880,62320,188,0,0,1,0.0019991002520453357,up
92,2017-12-12,3,0,0,5.837661054994388,327.8,0.3027004712661858,45484,210032,339,2,0,1,0.000894203025056622,up
93,2017-12-13,1,0,0,5.485185185185183,148.10000000000005,-0.04977539854301938,19326,103471,155,0,0,1,-0.0017768809463352734,down
94,2017-12-14,1,0,0,5.314666666666667,79.72,-0.2202939170615359,13459,78546,85,0,0,1,-0.005199093125961329,down
95,2017-12-18,1,0,0,5.31,63.71999999999999,-0.22496058372820293,17094,82981,71,0,0,1,0.0015785988127460019,up
96,2017-12-19,2,0,0,5.607296296296296,233.04999999999995,0.07233571256809368,30301,155365,249,1,0,1,-0.0041742297398513,down
97,2017-12-21,1,0,0,5.5233333333333325,99.42,-0.011627250394870003,16128,74744,103,1,0,0,0.0005777250965127202,up
98,2017-12-22,1,0,0,5.28,137.27999999999997,-0.2549605837282023,15569,77825,154,0,0,1,-0.00032779839562562565,down
99,2017-12-26,1,0,0,5.739090909090908,126.25999999999998,0.2041303253627058,20029,111975,129,1,0,0,0.000526265244425807,up
100,2017-12-28,2,1,0,5.441233766233767,136.46,-0.09372681749443634,26541,93802,140,1,0,1,0.0005360712361658571,up
101,2017-12-29,2,1,0,5.398825,219.62,-0.13613558372820256,40290,123329,236,1,0,1,-0.005778701659004854,down
102,2018-01-02,1,0,0,6.0325,96.52,0.4975394162717972,11221,58684,93,1,0,0,0.004501227429743078,up
103,2018-01-04,3,0,0,5.321108669108669,338.94000000000005,-0.21385191461953332,57649,306929,365,0,0,3,0.0017209994073721492,up
104,2018-01-05,3,0,0,5.645530864197531,446.04,0.110570280469329,61793,298411,459,2,0,1,0.004327497469165335,up
105,2018-01-08,2,0,0,5.327440476190477,239.32000000000005,-0.20752010753772643,28830,139303,261,0,0,2,0.001837639651629934,up
106,2018-01-09,1,0,0,5.659259259259257,152.8,0.12429867553105467,21627,96590,157,1,0,0,5.093760972384406e-05,up
107,2018-01-10,3,0,0,5.71269507101086,274.68000000000006,0.17773448728265814,49493,238624,280,3,0,0,0.0009760998532793908,up
108,2018-01-11,1,0,0,5.863076923076923,76.22,0.3281163393487203,16554,81487,74,1,0,0,0.0052997628574568715,up
109,2018-01-12,3,0,0,5.571504807418786,439.25999999999993,0.03654422369058293,58311,251781,461,2,0,1,0.0057974782845261145,up
110,2018-01-16,3,1,0,5.142856140350878,278.42,-0.39210444337732486,57948,183831,311,0,1,2,-0.008053005156939427,down
111,2018-01-17,1,0,0,5.3808333333333325,64.57000000000001,-0.15412725039487007,12213,57473,69,0,0,1,0.0063088445786477956,up
112,2018-01-18,5,0,0,5.527410631321386,512.69,-0.007549952406816196,110133,506730,537,3,0,2,-0.0015593324125088045,down
113,2018-01-19,2,0,0,5.218896103896104,187.06,-0.3160644798320984,32408,134789,208,0,0,2,0.002747431217709197,up
114,2018-01-22,2,0,0,5.388181818181819,108.42,-0.14677876554638392,43243,203202,112,1,0,1,0.008475864580827006,up
115,2018-01-23,2,0,0,5.795983333333334,284.11,0.2610227496051314,40938,208165,283,2,0,0,0.0014390694800745169,up
116,2018-01-24,1,0,0,5.725625,91.61,0.19066441627179742,28699,130726,93,1,0,0,-0.0027693216523420627,down
117,2018-01-25,1,0,0,6.270588235294117,106.6,0.7356276515659141,22297,129939,101,1,0,0,-0.0024558681012699967,down
118,2018-01-26,1,0,0,4.620909090909091,50.83000000000001,-0.9140514928191115,20327,100105,61,0,1,0,0.008916704306381223,up
119,2018-02-05,2,0,0,5.409666666666666,205.92000000000002,-0.1252939170615357,41557,193921,220,1,0,1,-0.033607478864803614,down
120,2018-02-07,1,0,0,5.7266666666666675,137.44,0.19170608293846492,17359,95559,135,1,0,0,-0.003452326936273063,down
121,2018-02-09,1,0,0,5.114545454545454,112.51999999999998,-0.42041512918274826,16930,75593,128,0,0,1,0.006829947113872604,up
122,2018-02-15,1,0,0,5.101,102.02,-0.43396058372820256,15822,61150,116,0,0,1,0.006537774743306793,up
123,2018-02-20,2,0,0,5.513407407407407,229.25999999999993,-0.02155317632079523,34001,166738,245,1,0,1,-0.002471540484803644,down
124,2018-02-21,1,0,0,5.243809523809524,110.12,-0.2911510599186782,17438,80033,115,0,0,1,-0.007057430278414345,down
125,2018-02-22,2,0,0,5.730934343434344,281.79999999999995,0.19597375970614106,49863,255742,291,2,0,0,-0.002383380135146461,down
126,2018-02-23,2,0,0,5.7894907407407405,194.5,0.254530157012538,29439,147175,201,1,0,1,0.01159879204347124,up
127,2018-02-27,1,0,0,5.71076923076923,74.24000000000002,0.17580864704102783,10614,49091,76,1,0,0,-0.013008657820649274,down
128,2018-02-28,2,0,0,5.654370629370629,272.05999999999995,0.11941004564242652,36045,170806,277,1,0,1,-0.014507313793871681,down
129,2018-03-02,1,0,0,6.0955555555555545,164.58000000000004,0.560594971827352,18137,85779,158,1,0,0,0.012170532929999736,up
130,2018-03-07,1,0,0,5.549090909090909,122.08,0.014130325362706309,899,2204,128,1,0,0,0.006132477332504997,up
131,2018-03-09,1,0,0,5.977777777777778,107.6,0.4428171940495753,13672,66723,103,1,0,0,0.012227118603945044,up
132,2018-03-12,1,0,0,5.6944444444444455,153.75,0.159483860716243,13679,69703,156,1,0,0,-0.0026948256949915947,down
133,2018-03-13,4,0,0,5.410666666666667,314.15999999999997,-0.12429391706153559,62811,276659,331,3,1,0,-0.00966941329204301,down
134,2018-03-14,1,0,0,5.175652173913043,119.04,-0.3593084098151591,11544,56977,134,0,0,1,-0.008860687395809494,down
135,2018-03-22,3,0,0,5.410371428571428,353.86,-0.12458915515677393,93232,382008,374,1,0,2,-0.017712295681285392,down
136,2018-03-23,3,0,0,4.968358024691359,276.48,-0.566602559036844,56016,263418,322,0,2,1,-0.022084003106224773,down
137,2018-03-26,1,0,0,5.570555555555557,100.27,0.03559497182735427,15619,83814,104,1,0,0,0.014965525620241109,up
138,2018-03-28,1,0,0,5.8342857142857145,40.84,0.299325130557512,24926,100827,40,1,0,0,-0.002412610148884482,down
139,2018-03-29,1,0,0,5.298181818181818,58.28000000000001,-0.23677876554638466,14472,63483,65,0,0,1,0.010120909073420128,up
140,2018-04-02,1,0,0,4.976153846153847,129.38,-0.558806737574356,17990,76133,147,0,1,0,-0.01958270290286616,down
141,2018-04-03,1,0,0,5.2491666666666665,125.98,-0.285793917061536,16193,67007,137,0,0,1,0.008595126735677019,up
142,2018-04-04,1,0,0,4.843999999999999,24.22,-0.6909605837282031,14274,73960,30,0,1,0,0.02347096062159744,up
143,2018-04-06,2,0,0,5.442348484848486,125.53999999999999,-0.09261209887971722,38407,150251,135,1,0,1,-0.015628461474047603,down
144,2018-04-11,2,0,0,5.246355555555555,225.7,-0.2886050281726473,77774,253556,244,0,0,2,-0.0006429738259905438,down
145,2018-04-13,2,0,0,5.242450592885376,235.94,-0.29250999084282636,45479,212257,260,0,0,2,-0.007695414006556367,down
146,2018-04-17,2,0,0,5.311166666666667,186.20000000000005,-0.22379391706153573,31711,161595,197,1,0,1,0.005069150029594946,up
147,2018-04-23,3,0,0,5.585977272727273,350.36999999999995,0.05101668899907056,66164,309113,370,2,0,1,-0.0019099436298028734,down
148,2018-04-24,1,0,0,5.515,110.3,-0.019960583728202863,13064,51212,115,1,0,0,-0.017248578467181322,down
149,2018-04-30,1,0,0,4.6675,74.68,-0.8674605837282021,15560,78035,95,0,1,0,-0.012846163060543444,down
150,2018-05-02,1,0,0,5.7647619047619045,121.06,0.229801321033702,18299,77677,125,1,0,0,-0.006996378650748907,down
151,2018-05-04,2,0,0,4.835,183.73000000000002,-0.6999605837282026,44494,180697,219,0,2,0,0.01601021258635503,up
152,2018-05-07,1,0,0,5.206315789473684,98.92000000000002,-0.32864479425451876,27203,100976,112,0,0,1,-0.0028765771308347176,down
153,2018-05-09,2,0,0,5.456938461538462,278.69999999999993,-0.0780221221897408,37135,172135,297,1,0,1,0.007344675048419265,up
154,2018-05-14,1,0,0,5.732,114.64,0.19703941627179766,9966,53873,117,1,0,0,-0.0030455283747204465,down
155,2018-05-17,1,0,0,6.18,98.88,0.6450394162717972,13796,71588,95,1,0,0,0.00015439955216591843,up
156,2018-05-21,2,0,0,5.664,111.24000000000001,0.12903941627179716,30384,145333,115,1,0,1,-0.0008700342887462966,down
157,2018-05-25,2,0,0,5.497866666666667,203.74,-0.03709391706153564,30921,134970,211,1,0,1,-0.0008334630336027883,down
158,2018-05-29,2,0,0,5.411071428571429,267.08,-0.12388915515677423,46109,191242,283,1,0,1,-0.0056374784747347815,down
159,2018-05-31,1,0,0,5.354117647058824,91.01999999999998,-0.18084293666937867,19394,84061,97,0,0,1,-0.005773640422007125,down
160,2018-06-01,1,0,0,5.79576923076923,150.69,0.2608086470410278,15241,69470,152,1,0,0,0.005855801039811154,up
161,2018-06-04,4,0,0,5.404958333333333,463.1,-0.130002250394869,64517,318332,501,2,1,1,0.0018967254074870171,up
162,2018-06-05,2,0,0,5.631985294117648,185.52,0.09702471038944527,27895,132138,189,1,0,1,0.00012373765847990947,up
163,2018-06-08,1,0,0,5.497894736842105,104.46,-0.037065846886097376,21381,82815,113,0,0,1,0.0047688733188974205,up
164,2018-06-11,1,0,0,5.081428571428571,142.28,-0.4535320122996316,25490,119122,161,0,0,1,0.0006546583474871268,up
165,2018-06-12,2,0,1,5.424564102564103,151.34,-0.11039648116409984,40728,184630,166,1,0,1,0.0004487363426277421,up
166,2018-06-13,2,0,0,5.397230769230769,226.95999999999998,-0.13772981449743327,44362,202639,249,1,0,1,-0.004415467427747032,down
167,2018-06-14,1,0,0,5.941,118.82,0.4060394162717973,18960,97756,117,1,0,0,-0.0002586836818237396,down
168,2018-06-15,4,0,0,5.386362433862434,432.4599999999999,-0.1485981498657689,67014,326967,468,1,0,3,0.0006767573315288112,up
169,2018-06-21,2,0,0,5.5345054945054954,220.44,-0.0004550892227070946,31344,129822,232,1,0,1,-0.007048770364710576,down
170,2018-06-22,2,0,1,5.710535714285714,130.28000000000003,0.17557513055751173,24862,109503,136,2,0,0,-0.0021407480889568545,down
171,2018-06-25,5,1,0,5.407129909741674,467.65,-0.12783067398652842,83390,317840,499,1,0,4,-0.009431439826046157,down
172,2018-06-26,2,0,0,5.478288690476191,289.21999999999997,-0.05667189325201205,24088,119501,312,1,0,1,0.0003452977677691211,up
173,2018-06-29,1,1,0,6.044444444444442,54.40000000000001,0.5094838607162391,6184,0,52,1,0,0,-0.003212082436778908,down
174,2018-07-03,2,0,0,5.496928104575165,240.94000000000005,-0.03803247915303798,26007,132158,253,1,0,1,-0.0073355536969596374,down
175,2018-07-10,1,0,0,5.997333333333334,179.92000000000004,0.4623727496051311,20680,106771,173,1,0,0,0.0018934607425645602,up
176,2018-07-12,1,1,0,5.246,52.46,-0.2889605837282021,5404,0,59,0,0,1,0.00544354455128352,up
177,2018-07-16,1,1,0,5.695,45.56,0.16003941627179774,4940,0,47,1,0,0,0.000382440929690443,up
178,2018-07-17,1,0,0,5.8100000000000005,34.86,0.27503941627179795,19050,105995,36,1,0,0,0.007245427363606594,up
179,2018-07-18,1,0,0,5.028125,80.45000000000002,-0.5068355837282024,12806,60719,93,0,0,1,0.0015188499657293492,up
180,2018-07-20,1,0,0,5.32,127.68000000000004,-0.21496058372820226,14954,64899,142,0,0,1,-0.000969842203732406,down
181,2018-07-25,1,0,0,6.031666666666666,144.76,0.49670608293846374,25051,103485,141,1,0,0,0.01005777281753588,up
182,2018-07-26,2,0,0,5.537536231884058,198.48000000000002,0.0025756481558554256,51530,194499,199,1,0,1,0.000687694545520175,up
183,2018-07-27,1,0,0,5.688888888888887,51.2,0.1539283051606848,17653,78234,53,1,0,0,-0.00827837148441237,down
184,2018-07-30,2,1,0,5.418842592592592,192.44000000000005,-0.11611799113561094,33570,99274,199,1,0,1,-0.005817631074849275,down
185,2018-07-31,2,0,0,5.445372549019607,173.74000000000004,-0.08958803470859511,34392,154787,181,1,0,1,0.0023347649228556513,up
186,2018-08-03,1,0,0,5.493846153846153,142.83999999999997,-0.041114429882049386,14869,66997,154,0,0,1,0.0037920217401392962,up
187,2018-08-06,2,1,0,5.786752873563217,235.02000000000004,0.25179228983501467,37281,63858,237,2,0,0,0.0035594474019137773,up
188,2018-08-08,2,0,0,5.893073593073593,358.70000000000005,0.3581130093453906,33140,166590,358,2,0,0,0.00031850853145602015,up
189,2018-08-09,1,0,0,5.296190476190477,111.21999999999998,-0.23877010753772598,14460,66230,123,0,0,1,-0.0012634312294746148,down
190,2018-08-10,2,0,0,5.8777678571428575,254.97999999999996,0.342807273414655,55531,223349,256,2,0,0,-0.0019795953341084365,down
191,2018-08-13,1,0,0,5.407272727272726,118.96000000000002,-0.1276878564554762,11619,54823,132,0,0,1,-0.004771722819612057,down
192,2018-08-14,1,0,0,5.402666666666668,81.04,-0.13229391706153493,12384,56661,87,0,0,1,0.004271779035814306,up
193,2018-08-16,3,0,1,5.584500881834216,381.02,0.049540298106013125,48555,197592,397,1,0,2,0.0032668890009134753,up
194,2018-08-17,3,0,1,5.516222222222223,474.2599999999999,-0.018738361505980034,30011,140603,502,2,0,1,0.004160846809754374,up
195,2018-08-22,1,0,0,6.0325,48.26,0.4975394162717972,19057,90459,46,1,0,0,0.0002901366320404209,up
196,2018-08-23,1,0,0,6.05857142857143,84.82,0.5236108448432271,11716,55186,83,1,0,0,-0.0011572459278140744,down
197,2018-08-24,2,0,0,5.6476761619190405,293.0,0.11271557819083844,30046,131714,301,2,0,0,0.0043110879443511736,up
198,2018-08-29,2,0,0,5.752857142857144,270.27,0.21789655912894101,26937,126549,273,2,0,0,0.004626569994928979,up
199,2018-08-30,1,0,0,5.918823529411764,100.62,0.3838629456835614,14904,69035,93,1,0,0,-0.0026848467683783235,down
200,2018-09-05,2,0,0,5.306206896551724,265.03999999999996,-0.2287536871764786,32914,154498,287,0,0,2,-0.0010340296892040095,down
201,2018-09-06,2,0,0,5.513482142857143,239.98000000000002,-0.021478440871059767,49240,192887,254,1,0,1,-0.003666031209242212,down
202,2018-09-07,1,0,0,5.611851851851852,151.52000000000004,0.07689126812364933,13030,64133,158,1,0,0,0.0011923333268520667,up
203,2018-09-10,3,1,0,5.347998216276477,324.26,-0.18696236745172504,45564,132982,355,1,0,2,-0.0014784566331511114,down
204,2018-09-12,1,0,0,5.425454545454548,119.36,-0.10950603827365413,22945,94180,128,0,0,1,0.0002180816301323205,up
205,2018-09-13,1,0,0,5.6032,140.07999999999998,0.06823941627179764,18382,75004,145,1,0,0,0.002530277284648133,up
206,2018-09-14,3,3,0,5.203282051282051,202.88,-0.3316785324461513,7953,0,229,0,0,3,-0.00048166552768543933,down
207,2018-09-17,2,1,0,5.666168831168832,221.2399999999999,0.1312082474406293,13631,52945,230,2,0,0,-0.0051759326807276134,down
208,2018-09-19,1,0,0,5.03,150.89999999999995,-0.5049605837282023,15371,67551,174,0,0,1,0.0004644096038285369,up
209,2018-09-20,5,0,0,5.54543436853002,595.4,0.010473784801817843,78407,333328,617,3,0,2,0.0037743284740323593,up
210,2018-09-26,1,0,0,5.589473684210527,106.2,0.05451310048232472,15655,51664,106,1,0,0,-0.003774454770169551,down
211,2018-10-01,2,0,1,5.915166666666667,224.68000000000004,0.38020608293846436,16585,74989,220,2,0,0,-0.000580923619102698,down
212,2018-10-03,3,0,0,5.839777777777777,231.35000000000002,0.30481719404957514,37391,178046,233,3,0,0,-0.0021079756469376664,down
213,2018-10-04,1,0,0,5.88,17.64,0.34503941627179735,10111,45015,17,1,0,0,-0.006076691867876108,down
214,2018-10-08,2,0,0,5.608864734299516,279.75,0.07390415057131294,25309,114969,292,1,0,1,0.0023978561232939947,up
215,2018-10-10,1,0,0,5.706363636363636,62.77000000000001,0.17140305263543354,9431,46502,66,1,0,0,-0.030696952924006225,down
216,2018-10-15,1,0,0,4.935789473684211,93.78000000000002,-0.5991711100439918,21978,86884,111,0,1,0,-0.004718104453598026,down
